verb	abstrahować	arg	Instrument	KOMUNIKAT KONCEPCJA CZYNNOŚĆ	prepnp(sem,w,loc)
verb	abstrahować	arg	Theme	ALL	prepncp(od,gen),_[że]
verb	abstrahować	arg	Theme	ALL	prepncp(od,gen),int[]
verb	abstrahować	arg	Theme	ALL	prepnp(sem,od,gen)
verb	abstrahować	arg	Theme Source	KONCEPCJA SYTUACJA	prepnp(sem,z,gen)
verb	abstrahować	obj	Theme Goal	KONCEPCJA	np(str)
verb	abstrahować	subj	Initiator	LUDZIE	np(str)
verb	abstrahować	subj	Instrument	KOMUNIKAT KONCEPCJA CZYNNOŚĆ	np(str)
verb	adaptować	arg	Purpose	KOMUNIKAT KONCEPCJA WYTWÓR OBIEKTY MIEJSCE	prepnp(sem,dla,gen)
verb	adaptować	arg	Theme Goal	KOMUNIKAT KONCEPCJA WYTWÓR OBIEKTY MIEJSCE	prepnp(sem,do,gen)
verb	adaptować	obj	Theme Source	KOMUNIKAT KONCEPCJA WYTWÓR OBIEKTY MIEJSCE	np(str)
verb	adaptować	subj	Initiator	LUDZIE PODMIOTY	np(str)
verb	adaptować się	arg	Location	grupa ludzi 1 MIEJSCE	xp(locat)[]
verb	adaptować się	arg	Theme Goal	KONCEPCJA OBIEKTY MIEJSCE SYTUACJA	prepnp(sem,do,gen)
verb	adaptować się	subj	Theme Source	ISTOTY PODMIOTY KONCEPCJA WYTWÓR OBIEKTY	np(str)
verb	administrować	obj	Theme	organizacja 1 pieniądze 1 PODMIOTY DOBRA	np(inst)
verb	administrować	subj	Initiator	PODMIOTY	np(str)
verb	adoptować	obj	Theme	ISTOTY	np(str)
verb	adoptować	obj	Theme	dziecko 1	np(str)
verb	adoptować	subj	Initiator	LUDZIE	np(str)
verb	adoptować	subj	Initiator	PODMIOTY	np(str)
verb	adorować	arg	Manner	czynność 1	np(inst)
verb	adorować	arg	Manner	kontakt 2 gest 1 pochwała 1	np(inst)
verb	adorować	obj	Recipient	LUDZIE	np(str)
verb	adorować	obj	Theme	hostia 1 relikwia 2 przedmiot kultu 1	np(str)
verb	adorować	subj	Initiator	LUDZIE	np(str)
verb	afiliować	arg	Factor	PODMIOTY	prepnp(sem,do,gen)
verb	afiliować	arg	Factor	PODMIOTY	prepnp(sem,przy,loc)
verb	afiliować	obj	Theme	PODMIOTY	np(str)
verb	afiliować	subj	Initiator	PODMIOTY	np(str)
verb	afiliować się	arg	Factor	PODMIOTY	prepnp(sem,do,gen)
verb	afiliować się	arg	Factor	PODMIOTY	prepnp(sem,przy,loc)
verb	afiliować się	subj	Initiator	PODMIOTY	np(str)
verb	afirmować	arg	Attribute	KONCEPCJA SYTUACJA	prepadjp(sem,jako,str)
verb	afirmować	arg	Attribute	KONCEPCJA SYTUACJA	prepnp(sem,jako,str)
verb	afirmować	arg	Manner	CZYNNOŚĆ	np(inst)
verb	afirmować	arg	Theme	PODMIOTY KONCEPCJA CZYNNOŚĆ DOBRA SYTUACJA	cp,_[że]
verb	afirmować	arg	Theme	PODMIOTY KONCEPCJA CZYNNOŚĆ DOBRA SYTUACJA	lex(się)
verb	afirmować	arg	Time	stan 1 CZAS CZYNNOŚĆ	prepnp(sem,w,loc)
verb	afirmować	obj	Theme	PODMIOTY KONCEPCJA CZYNNOŚĆ DOBRA SYTUACJA	ncp(str),_[że]
verb	afirmować	obj	Theme	PODMIOTY KONCEPCJA CZYNNOŚĆ DOBRA SYTUACJA	ncp(str),int[]
verb	afirmować	obj	Theme	PODMIOTY KONCEPCJA CZYNNOŚĆ DOBRA SYTUACJA	np(str)
verb	afirmować	subj	Initiator	PODMIOTY	np(str)
verb	afiszować	arg	Manner	zachowanie 7	np(inst)
verb	afiszować	obj	Theme	pogląd 1 KOMUNIKAT KONCEPCJA	ncp(str),_[że]
verb	afiszować	obj	Theme	pogląd 1 KOMUNIKAT KONCEPCJA	ncp(str),int[]
verb	afiszować	obj	Theme	pogląd 1 KOMUNIKAT KONCEPCJA	np(str)
verb	afiszować	subj	Initiator	LUDZIE PODMIOTY	np(str)
verb	afiszować się	arg	Theme	pogląd 1 KOMUNIKAT KONCEPCJA	ncp(inst),_[że]
verb	afiszować się	arg	Theme	pogląd 1 KOMUNIKAT KONCEPCJA	ncp(inst),int[]
verb	afiszować się	arg	Theme	pogląd 1 KOMUNIKAT KONCEPCJA	np(inst)
verb	afiszować się	arg	Theme	pogląd 1 KOMUNIKAT KONCEPCJA	prepncp(z,inst),_[że]
verb	afiszować się	arg	Theme	pogląd 1 KOMUNIKAT KONCEPCJA	prepncp(z,inst),int[]
verb	afiszować się	arg	Theme	pogląd 1 KOMUNIKAT KONCEPCJA	prepnp(sem,z,inst)
verb	afiszować się	subj	Initiator	LUDZIE PODMIOTY	np(str)
verb	agitować	arg	Purpose	KONCEPCJA SYTUACJA	comprepnp(sem,na rzecz)
verb	agitować	arg	Purpose	KONCEPCJA SYTUACJA	comprepnp(sem,w sprawie)
verb	agitować	arg	Purpose	KONCEPCJA SYTUACJA	cp,_[że]
verb	agitować	arg	Purpose	KONCEPCJA SYTUACJA	cp,_[żeby]
verb	agitować	arg	Purpose	KONCEPCJA SYTUACJA	or
verb	agitować	arg	Purpose	KONCEPCJA SYTUACJA	prepncp(do,gen),_[żeby]
verb	agitować	arg	Purpose	KONCEPCJA SYTUACJA	prepncp(przeciw,dat),_[żeby]
verb	agitować	arg	Purpose	KONCEPCJA SYTUACJA	prepncp(za,inst),_[żeby]
verb	agitować	arg	Purpose	KONCEPCJA SYTUACJA	prepnp(sem,do,gen)
verb	agitować	arg	Purpose	KONCEPCJA SYTUACJA	prepnp(sem,przeciw,dat)
verb	agitować	arg	Purpose	KONCEPCJA SYTUACJA	prepnp(sem,za,inst)
verb	agitować	arg	Recipient	PODMIOTY	prepnp(sem,wśród,gen)
verb	agitować	obj	Recipient	PODMIOTY	np(str)
verb	agitować	subj	Initiator	media 2 PODMIOTY	np(str)
verb	agregować	arg	Location	tkanka 1	xp(locat)[]
verb	agregować	arg	Location Goal	nośnik 1 media 2	xp(locat)[]
verb	agregować	arg	Location Source	nośnik 1 media 2	xp(abl)[]
verb	agregować	arg	Location Source	nośnik 1 media 2	xp(locat)[]
verb	agregować	arg	Theme Goal	zbiór 1 REL	prepnp(sem,w,acc)
verb	agregować	obj	Theme	mienie 1 KOMUNIKAT KONCEPCJA	np(str)
verb	agregować	obj	Theme Source	ALL	np(str)
verb	agregować	subj	Initiator	PODMIOTY	np(str)
verb	agregować	subj	Instrument	dokument 1	np(str)
verb	agregować	subj	Location Goal	nośnik 1 media 2	np(str)
verb	agregować	subj	Theme	krwinka 1	np(str)
verb	agregować się	arg	Location	tkanka 1	xp(locat)[]
verb	agregować się	subj	Theme	krwinka 1	np(str)
verb	akcentować	arg	Instrument	wyraz 3	xp(instr)[]
verb	akcentować	arg	Manner	ALL	xp(mod)[]
verb	akcentować	arg	Theme	ALL	or
verb	akcentować	arg	Theme Background	sylaba 1	prepnp(sem,na,acc)
verb	akcentować	arg	Theme Background	sylaba 1	prepnp(sem,na,loc)
verb	akcentować	obj	Theme	ALL	cp,_[że]
verb	akcentować	obj	Theme	ALL	cp,int[]
verb	akcentować	obj	Theme	ALL	ncp(str),_[że]
verb	akcentować	obj	Theme	ALL	ncp(str),int[]
verb	akcentować	obj	Theme	ALL	np(str)
verb	akcentować	obj	Theme	nuta 3	np(str)
verb	akcentować	obj	Theme Foreground	wyraz 3	np(str)
verb	akcentować	subj	Initiator	LUDZIE	np(str)
verb	akcentować	subj	Initiator	LUDZIE PODMIOTY	np(str)
verb	akcentować	subj	Initiator	PODMIOTY	np(str)
verb	akcentować	subj	Initiator	człowiek 1	np(str)
verb	aklimatyzować	arg	Condition	pogoda 1 MIEJSCE	prepnp(sem,do,gen)
verb	aklimatyzować	arg	Condition	pogoda 1 MIEJSCE	xp(locat)[]
verb	aklimatyzować	obj	Theme	organizm 1	np(str)
verb	aklimatyzować	subj	Initiator	PODMIOTY	np(str)
verb	aklimatyzować się	arg	Condition	pogoda 1 MIEJSCE	prepnp(sem,do,gen)
verb	aklimatyzować się	arg	Condition	warunki 1	prepnp(sem,do,gen)
verb	aklimatyzować się	arg	Condition	warunki 1	xp(locat)[]
verb	aklimatyzować się	subj	Theme	LUDZIE	np(str)
verb	aklimatyzować się	subj	Theme	organizm 1	np(str)
verb	akompaniować	arg	Instrument	instrument muzyczny 1	np(inst)
verb	akompaniować	arg	Instrument	instrument muzyczny 1	prepnp(sem,na,loc)
verb	akompaniować	arg	Recipient	LUDZIE	np(dat)
verb	akompaniować	arg	Theme	utwór muzyczny 1 muzyka 1	prepnp(sem,do,gen)
verb	akompaniować	arg	Theme	utwór muzyczny 1 muzyka 1	prepnp(sem,przy,loc)
verb	akompaniować	arg	Theme	utwór muzyczny 1 muzyka 1	prepnp(sem,w,loc)
verb	akompaniować	arg	Theme Background	ALL	np(dat)
verb	akompaniować	subj	Initiator	LUDZIE	np(str)
verb	akompaniować	subj	Theme Foreground	dźwięk 1	np(str)
verb	aktualizować	arg	Manner	dokument 1 automatyczny 1	advp(mod)[]
verb	aktualizować	arg	Manner	dokument 1 automatyczny 1	np(inst)
verb	aktualizować	obj	Theme	informacja 1 dane 1 program 1 KONCEPCJA	np(str)
verb	aktualizować	subj	Initiator	program 1 PODMIOTY	np(str)
verb	aktualizować się	arg	Manner	dokument 1 automatyczny 1	advp(mod)[]
verb	aktualizować się	subj	Theme	informacja 1 dane 1 program 1 KONCEPCJA	np(str)
verb	aktywizować	arg	Instrument	czyn 1 CZYNNOŚĆ DOBRA	np(inst)
verb	aktywizować	arg	Manner	ALL	advp(misc)[]
verb	aktywizować	arg	Purpose	CZYNNOŚĆ	prepncp(do,gen),_[żeby]
verb	aktywizować	arg	Purpose	CZYNNOŚĆ	prepnp(sem,do,gen)
verb	aktywizować	obj	Theme	ISTOTY PODMIOTY	np(str)
verb	aktywizować	subj	Initiator	PODMIOTY	np(str)
verb	aktywizować	subj	Instrument	czyn 1 CZYNNOŚĆ DOBRA	np(str)
verb	aktywizować się	arg	Manner	ALL	advp(misc)[]
verb	aktywizować się	subj	Initiator	PODMIOTY	np(str)
verb	aktywować	arg	Experiencer	LUDZIE	np(dat)
verb	aktywować	arg	Manner	decyzja 1 kliknięcie 1	np(inst)
verb	aktywować	arg	Stimulus Background	namowa 1 manipulacja 1 REL	np(inst)
verb	aktywować	obj	Theme	stan psychiczny 1	np(str)
verb	aktywować	obj	Theme	usługa 1 pozycja 3	np(str)
verb	aktywować	subj	Initiator	LUDZIE PODMIOTY	np(str)
verb	aktywować	subj	Stimulus Foreground	media 2 PODMIOTY	np(str)
verb	aktywować się	arg	Experiencer	LUDZIE	np(dat)
verb	aktywować się	subj	Theme	stan psychiczny 1	np(str)
verb	aktywować się	subj	Theme	usługa 1 pozycja 3	np(str)
verb	akumulować	arg	Location	REL	xp(locat)[]
verb	akumulować	arg	Location	rachunek 2 bank 1	xp(locat)[]
verb	akumulować	obj	Theme	mienie 1	np(str)
verb	akumulować	obj	Theme Source	substancja 1 energia 3	np(str)
verb	akumulować	subj	Initiator	PODMIOTY	np(str)
verb	akumulować	subj	Theme Goal	OBIEKTY	np(str)
verb	akumulować się	arg	Location	rachunek 2 bank 1	xp(locat)[]
verb	akumulować się	arg	Theme Goal	OBIEKTY	xp(locat)[]
verb	akumulować się	subj	Theme	mienie 1	np(str)
verb	akumulować się	subj	Theme Source	substancja 1 energia 3	np(str)
verb	alergizować	obj	Theme	ISTOTY	np(str)
verb	alergizować	subj	Initiator	substancja 1 zanieczyszczenie 3 alergen 1 JADŁO	np(str)
verb	alkoholizować	arg	Theme Source	alkohol 1	np(inst)
verb	alkoholizować	obj	Theme Goal	JADŁO	np(str)
verb	alkoholizować	obj	Theme Goal	LUDZIE	np(str)
verb	alkoholizować	subj	Factor	LUDZIE	np(str)
verb	alkoholizować	subj	Factor	PODMIOTY	np(str)
verb	alkoholizować	subj	Initiator	PODMIOTY	np(str)
verb	alkoholizować się	arg	Theme Source	alkohol 1	np(inst)
verb	alkoholizować się	subj	Theme Goal	LUDZIE	np(str)
verb	alokować	arg	Location	region 2 jednostka administracyjna 1 państwo 1 instytucja finansowa 1 rachunek 2	xp(locat)[]
verb	alokować	obj	Theme	mienie 1	np(str)
verb	alokować	subj	Initiator	PODMIOTY	np(str)
verb	amerykanizować	arg	Manner	KOMUNIKAT KONCEPCJA WYTWÓR CZYNNOŚĆ DOBRA	np(inst)
verb	amerykanizować	arg	Result	ALL	prepnp(sem,na,acc)
verb	amerykanizować	arg	Theme Background	ALL	prepnp(sem,z,gen)
verb	amerykanizować	obj	Theme	PODMIOTY	np(str)
verb	amerykanizować	obj	Theme Foreground	wyraz 3	np(str)
verb	amerykanizować	subj	Initiator	LUDZIE	np(str)
verb	amerykanizować	subj	Initiator	PODMIOTY	np(str)
verb	amerykanizować się	subj	Theme	PODMIOTY	np(str)
verb	amnestionować	arg	Theme Goal	wina 1 przestępstwo 1 niedociągnięcie 1	prepnp(sem,z,gen)
verb	amnestionować	obj	Theme Source	PODMIOTY	np(str)
verb	amnestionować	subj	Initiator	PODMIOTY	np(str)
verb	amortyzować	arg	Instrument	materac 1 guma 1 śnieg 2	np(inst)
verb	amortyzować	obj	Theme	mienie 1 nakład 1	np(str)
verb	amortyzować	obj	Theme	nierówność 4 wstrząs 4	np(str)
verb	amortyzować	obj	Theme	przewrócenie się 2	np(str)
verb	amortyzować	subj	Initiator	LUDZIE	np(str)
verb	amortyzować	subj	Initiator	PODMIOTY	np(str)
verb	amortyzować	subj	Instrument	materac 1 guma 1 śnieg 2	np(str)
verb	amortyzować	subj	Instrument	zawieszenie 8	np(str)
verb	amortyzować się	arg	Initiator	PODMIOTY	np(dat)
verb	amortyzować się	subj	Theme	mienie 1 nakład 1	np(str)
verb	amputować	arg	Instrument	piła 1 nóż chirurgiczny 1	np(inst)
verb	amputować	arg	Location	REL	prepnp(sem,do,gen)
verb	amputować	arg	Location	REL	xp(locat)[]
verb	amputować	arg	Theme Goal	ISTOTY	np(dat)
verb	amputować	arg	Theme Source	ISTOTY	np(dat)
verb	amputować	obj	Theme Goal	REL	np(str)
verb	amputować	obj	Theme Source	REL	np(str)
verb	amputować	subj	Condition	CZAS SYTUACJA	np(str)
verb	amputować	subj	Initiator	LUDZIE	np(str)
verb	analizować	obj	Theme	WYTWÓR DOBRA MIEJSCE SYTUACJA OTOCZENIE	cp,int[]
verb	analizować	obj	Theme	WYTWÓR DOBRA MIEJSCE SYTUACJA OTOCZENIE	ncp(str),int[]
verb	analizować	obj	Theme	WYTWÓR DOBRA MIEJSCE SYTUACJA OTOCZENIE	np(str)
verb	analizować	subj	Initiator	PODMIOTY	np(str)
verb	anarchizować	arg	Factor	KONCEPCJA SYTUACJA	np(inst)
verb	anarchizować	obj	Experiencer	instytucja publiczna 1 instytucja 1 MIEJSCE	np(str)
verb	anarchizować	subj	Stimulus	LUDZIE PODMIOTY	np(str)
verb	anarchizować	subj	Theme	ISTOTY KONCEPCJA SYTUACJA	np(str)
verb	anarchizować się	subj	Theme	instytucja publiczna 1 instytucja 1 KONCEPCJA SYTUACJA	np(str)
verb	angażować	arg	Purpose	praca 1	prepnp(sem,do,gen)
verb	angażować	arg	Theme	działalność 1 CZYNNOŚĆ	prepnp(sem,do,gen)
verb	angażować	arg	Theme	działalność 1 CZYNNOŚĆ	prepnp(sem,w,acc)
verb	angażować	obj	Initiator Goal	PODMIOTY	np(str)
verb	angażować	obj	Theme	PODMIOTY	np(str)
verb	angażować	subj	Initiator	PODMIOTY	np(str)
verb	angażować	subj	Initiator Source	PODMIOTY	np(str)
verb	angażować się	arg	Location	zespół ludzi 1 MIEJSCE	prepnp(sem,w,loc)
verb	angażować się	arg	Purpose	PODMIOTY KONCEPCJA SYTUACJA	comprepnp(sem,na rzecz)
verb	angażować się	arg	Purpose	praca 1	prepnp(sem,do,gen)
verb	angażować się	arg	Theme	działalność 1 CZYNNOŚĆ	prepnp(sem,w,acc)
verb	angażować się	subj	Initiator	PODMIOTY	np(str)
verb	angażować się	subj	Initiator Source	PODMIOTY	np(str)
verb	animować	arg	Instrument	sznurek 2 ręka 1	np(inst)
verb	animować	arg	Manner	KOMUNIKAT KONCEPCJA CECHA CZYNNOŚĆ SYTUACJA	ncp(inst),_[że]
verb	animować	arg	Manner	KOMUNIKAT KONCEPCJA CECHA CZYNNOŚĆ SYTUACJA	np(inst)
verb	animować	arg	Result	nastrój 1 CZYNNOŚĆ	prepnp(sem,do,gen)
verb	animować	obj	Theme	LUDZIE	np(str)
verb	animować	obj	Theme	film rysunkowy 1	np(str)
verb	animować	obj	Theme	lalka 2	np(str)
verb	animować	subj	Initiator	LUDZIE	np(str)
verb	animować	subj	Initiator	PODMIOTY	np(str)
verb	ankietować	arg	Theme	ALL	comprepnp(sem,na okoliczność)
verb	ankietować	arg	Theme	ALL	comprepnp(sem,na temat)
verb	ankietować	arg	Theme	ALL	comprepnp(sem,w sprawie)
verb	ankietować	obj	Initiator Goal	PODMIOTY	np(str)
verb	ankietować	subj	Initiator Source	PODMIOTY	np(str)
verb	antagonizować	arg	Experiencer Background	PODMIOTY	prepnp(sem,przeciw,dat)
verb	antagonizować	arg	Experiencer Background	PODMIOTY	prepnp(sem,wobec,gen)
verb	antagonizować	arg	Experiencer Background	PODMIOTY	prepnp(sem,względem,gen)
verb	antagonizować	arg	Experiencer Background	PODMIOTY	prepnp(sem,z,inst)
verb	antagonizować	obj	Experiencer Foreground	PODMIOTY	np(str)
verb	antagonizować	subj	Stimulus	PODMIOTY KOMUNIKAT KONCEPCJA CZEMU SYTUACJA	np(str)
verb	antagonizować się	arg	Experiencer Background	PODMIOTY	prepnp(sem,z,inst)
verb	antagonizować się	subj	Experiencer Foreground	PODMIOTY	np(str)
verb	antycypować	arg	Theme	KOMUNIKAT KONCEPCJA SYTUACJA	cp,_[że]
verb	antycypować	arg	Theme	KOMUNIKAT KONCEPCJA SYTUACJA	cp,int[]
verb	antycypować	obj	Theme	KOMUNIKAT KONCEPCJA SYTUACJA	ncp(str),_[że]
verb	antycypować	obj	Theme	KOMUNIKAT KONCEPCJA SYTUACJA	ncp(str),int[]
verb	antycypować	obj	Theme	KOMUNIKAT KONCEPCJA SYTUACJA	np(str)
verb	antycypować	subj	Initiator	PODMIOTY	np(str)
verb	antydatować	arg	Time	KIEDY	prepnp(sem,na,acc)
verb	antydatować	arg	Time	KIEDY	prepnp(sem,o,acc)
verb	antydatować	obj	Theme	utwór 1 dokument 1	np(str)
verb	antydatować	subj	Initiator	PODMIOTY	np(str)
verb	anulować	arg	Instrument	dokument 1	np(inst)
verb	anulować	obj	Theme	głosowanie 3 dokument 1 zobowiązanie 2 należność 1 KOMUNIKAT	ncp(str),_[że]
verb	anulować	obj	Theme	głosowanie 3 dokument 1 zobowiązanie 2 należność 1 KOMUNIKAT	np(str)
verb	anulować	subj	Initiator	PODMIOTY	np(str)
verb	aplikować	arg	Factor	PODMIOTY	xp(locat)[]
verb	aplikować	arg	Factor	organizacja 1	prepnp(sem,do,gen)
verb	aplikować	arg	Factor	organizacja 1	xp(adl)[prepnp(sem,do,gen);prepnp(sem,na,acc);advp(adl)[]]
verb	aplikować	arg	Factor	organizacja 1	xp(locat)[prepnp(sem,na,loc);prepnp(sem,w,loc);advp(locat)[]]
verb	aplikować	arg	Instrument	maszyna do szycia 1	xp(instr)[]
verb	aplikować	arg	Instrument	łyżka 5 łyżeczka 1 kroplówka 1 strzykawka 1	xp(instr)[]
verb	aplikować	arg	Location Goal	REL	advp(misc)[]
verb	aplikować	arg	Location Goal	REL	xp(adl)[]
verb	aplikować	arg	Location Goal	REL	xp(locat)[]
verb	aplikować	arg	Manner	ALL	np(inst)
verb	aplikować	arg	Purpose	kapitał 1 praca 1	prepncp(o,acc),_[żeby]
verb	aplikować	arg	Purpose	kapitał 1 praca 1	prepnp(sem,na,acc)
verb	aplikować	arg	Purpose	kapitał 1 praca 1	prepnp(sem,o,acc)
verb	aplikować	arg	Theme Goal	ISTOTY	np(dat)
verb	aplikować	arg	Theme Goal	element garderoby 1 materiał 3	xp(locat)[]
verb	aplikować	arg	Theme Source	PODMIOTY	np(dat)
verb	aplikować	obj	Theme Goal	wiedza 2 wiedza 1 SYTUACJA	np(str)
verb	aplikować	obj	Theme Source	aplikacja 2	np(str)
verb	aplikować	obj	Theme Source	ruch 4 czynność medyczna 1 leczenie 1 lekarstwo 1	np(str)
verb	aplikować	obj	Theme Source	substancja 1	np(str)
verb	aplikować	subj	Initiator	LUDZIE	np(str)
verb	aplikować	subj	Initiator	PODMIOTY	np(str)
verb	aportować	arg	Theme	rzecz 4	prepnp(sem,za,inst)
verb	aportować	obj	Theme	rzecz 4	np(str)
verb	aportować	subj	Initiator	pies 2	np(str)
verb	apoteozować	arg	Manner	czynność o charakterze sakralnym 1 KOMUNIKAT KONCEPCJA	np(inst)
verb	apoteozować	obj	Theme	ALL	np(str)
verb	apoteozować	subj	Initiator	PODMIOTY KOMUNIKAT KONCEPCJA	np(str)
verb	aprobować	arg	Manner	dokument 1 znak 1	np(inst)
verb	aprobować	arg	Theme	ISTOTY KOMUNIKAT KONCEPCJA CZEMU	cp,_[że]
verb	aprobować	obj	Theme	ISTOTY KOMUNIKAT KONCEPCJA CZEMU	ncp(str),_[że]
verb	aprobować	obj	Theme	ISTOTY KOMUNIKAT KONCEPCJA CZEMU	ncp(str),int[]
verb	aprobować	obj	Theme	ISTOTY KOMUNIKAT KONCEPCJA CZEMU	np(str)
verb	aprobować	subj	Initiator	PODMIOTY	np(str)
verb	aranżować	arg	Manner	instrument muzyczny 1 zespół muzyczny 1 muzyka 1	prepnp(sem,na,acc)
verb	aranżować	arg	Manner	instrument muzyczny 1 zespół muzyczny 1 muzyka 1	xp(mod)[]
verb	aranżować	arg	Recipient	PODMIOTY	np(dat)
verb	aranżować	arg	Recipient	PODMIOTY	prepnp(sem,dla,gen)
verb	aranżować	arg	Theme Source	rzecz 4 aktor 1	np(inst)
verb	aranżować	obj	Theme	utwór muzyczny 1	np(str)
verb	aranżować	obj	Theme	wydarzenie 1 SYTUACJA	np(str)
verb	aranżować	obj	Theme Goal	dom 2 pomieszczenie 3 przedstawienie 3	np(str)
verb	aranżować	subj	Initiator	LUDZIE	np(str)
verb	aranżować	subj	Initiator	PODMIOTY	np(str)
verb	archaizować	obj	Theme	forma 2 styl 3 tekst 1	np(str)
verb	archaizować	subj	Initiator	LUDZIE	np(str)
verb	archaizować się	subj	Theme	forma 2 styl 3 tekst 1	np(str)
verb	archiwizować	arg	Instrument	program 1	xp(instr)[]
verb	archiwizować	arg	Location	pamięć 3 program 1 urządzenie elektroniczne 1	xp(locat)[]
verb	archiwizować	obj	Theme	plik 2 dane 1 WYTWÓR	np(str)
verb	archiwizować	subj	Initiator	PODMIOTY	np(str)
verb	archiwizować	subj	Instrument	program 1	np(str)
verb	archiwizować się	arg	Location	pamięć 3 program 1 urządzenie elektroniczne 1	xp(locat)[]
verb	archiwizować się	subj	Theme	plik 2 dane 1 WYTWÓR	np(str)
verb	aresztować	arg	Condition	CZEMU	prepncp(za,acc),_[że]
verb	aresztować	arg	Condition	CZEMU	prepncp(za,acc),int[]
verb	aresztować	arg	Condition	CZEMU	prepnp(sem,za,acc)
verb	aresztować	arg	Recipient	LUDZIE	np(dat)
verb	aresztować	obj	Theme	LUDZIE	np(str)
verb	aresztować	obj	Theme	konto 1 mienie 1	np(str)
verb	aresztować	subj	Initiator	PODMIOTY	np(str)
verb	argumentować	arg	Instrument	KOMUNIKAT KONCEPCJA SYTUACJA	ncp(inst),_[że]
verb	argumentować	arg	Instrument	KOMUNIKAT KONCEPCJA SYTUACJA	np(inst)
verb	argumentować	arg	Instrument	KOMUNIKAT KONCEPCJA SYTUACJA	or
verb	argumentować	arg	Theme	KOMUNIKAT KONCEPCJA CZYNNOŚĆ	comprepnp(sem,na rzecz)
verb	argumentować	arg	Theme	KOMUNIKAT KONCEPCJA CZYNNOŚĆ	cp,_[że]
verb	argumentować	arg	Theme	KOMUNIKAT KONCEPCJA CZYNNOŚĆ	cp,_[żeby]
verb	argumentować	arg	Theme	KOMUNIKAT KONCEPCJA CZYNNOŚĆ	or
verb	argumentować	arg	Theme	KOMUNIKAT KONCEPCJA CZYNNOŚĆ	prepncp(przeciw,dat),_[że]
verb	argumentować	arg	Theme	KOMUNIKAT KONCEPCJA CZYNNOŚĆ	prepncp(przeciw,dat),_[żeby]
