gniewny|rozzłoszczony|zły|rozgniewany|wzburzony|zagniewany	wściekły|rozwścieczony
ładny	ładniutki
zrozumiały|przystępny|jasny|klarowny|przejrzysty	łopatologiczny
zrozumiały|przystępny|jasny|klarowny|przejrzysty	jaśniutki
cenny|kosztowny	drogocenny
komunistyczny|bolszewicki|czerwony|czerwonkowy	ultraczerwony
szkodliwy	obojętny
aktywny|reaktywny|czynny	agresywny
okrutny|nieludzki|nieczłowieczy	potworny|bestialski
jasny	jaśniutki
bliski|niedaleki|niedługi	bliziutki
bliski	bliziutki
bliski	bliziutki
bogaty|wystawny|wspaniały|przepyszny	przewspaniały
prosty	prościutki
piękny|cudowny|krasy	piękniutki
brązowy	brązowiutki
naganny|niemoralny	obrzydliwy|wstrętny|ohydny|przebrzydły
chudy|nietłusty	chudziutki
ciasny	ciaśniutki
cichutki	cichuśki
cichy	cichutki
ciekawy|ciekaw	arcyciekawy|arcyciekaw
cienki	cieniutki|cieniuśki
cieplutki	cieplusi|ciepluchny|ciepluśki
ciepły	cieplutki
ciepły	cieplutki
ciężki|nielekki	superciężki
ciężki	arcypoważny
ciężki|gęsty	gęściutki
ciężki|ciężkostrawny	ciężkawy|przyciężki
czarny	czarniutki|czarniuśki
czarnoskóry|czarny|czarnolicy|czarny jak aksamit	czarniutki|czarniuśki
straszny|okropny	przestraszny|przeokropny
dokładny|precyzyjny	perfekcyjny
czuły|wyczulony	nadczuły
czysty|niezanieczyszczony	czyściutki
czysty|niezanieczyszczony	przeczysty
czysty	czyściutki
czysty	czyściutki
czysty	czyściutki
daleki	niedaleki
dawny|stary|dawniejszy	starodawny|pradawny
dawny	pradawny
delikatny|łagodny|subtelny	przesubtelny|delikatniutki
delikatny|subtelny	arcydelikatny
dobry	wspaniały
dobry	przedobry|wszechdobry
dobry	świetny|wspaniały|znakomity|wyśmienity|wyborny|rewelacyjny
dobry	świetny|wspaniały|wyborny|wyśmienity|znakomity
zdrowy	zdrowiutki|zdrowiuteńki
dobry	wspaniały|świetny|wyborny|wyśmienity|znakomity|rewelacyjny
smaczny|smakowity	arcysmaczny
równy	równiutki
dojrzały	przejrzały
dojrzały	przejrzały
drobniutki	drobny
kochany|miły	kochaniutki|miluśki
potężny|majestatyczny	przepotężny
duży|niemały	wielki
elegancki	wytworny
gęsty	gęściutki
gęsty	gęściutki
gęsty	gęściutki
gładki	gładziutki
niski|dolny|niskotonowy	niziutki
gruby	grubaśny|grubachny
inteligentny|łebski|łepski|mózgowaty	superinteligentny
jasny	jaśniutki
białawy	biały
ciemny	ciemniutki
króciutki	krótki
krótkawy	niedługi
kruchy	kruchutki
lekki	leciutki
lekki|lekkostrawny|łatwostrawny	leciutki|leciuśki
lodowaty|lodowy	zimny
lojalny|wierny	arcylojalny
luźny|wolny|rzadki|niegęsty	rzadziutki|rzadziuchny
luźny|nieprzepełniony	pustawy
ładny	piękny|śliczny
łagodny|delikatny	delikatniutki
mały|niewielki|nieduży	średni
liczny|mnogi	masowy
nieliczny|nieduży|niewielki	spory
mały|nieduży|niewielki	średni
mały|niedorosły|nieduży	malutki
milutki	milusi
młody|młodzieńczy	niestary
młody	młodziutki|młodziuchny
nieciągły|przerywany|urywany	półciągły
rzadki|nieczęsty	niespotykany
zły|niedobry	straszny
nienajlepszy	średni
stary|nienowy	starutki|stareńki
nieobojętny	ważny|istotny|znaczący
pełny|pełen	pełniutki|pełniuśki
poważny	arcypoważny
prawicowy|prawy	ultraprawicowy
prosty	prościutki
nierozsądny|nieroztropny	bezmyślny
niesłony	słonawy
stary|niemłody	starutki|stareńki
nieuprzejmy	chamski
nieznaczny|lekki|nieduży	leciutki|leciuśki
maleńki|malusi	malutki
nowy	nowiutki|nowiuśki|nowiusi
plastyczny	pełnoplastyczny
płaski	superpłaski
płynny|miękki	mięciutki
podziemny	naziemny
przyćmiony|mroczny	bladawy
nieprzyjemny|niemiły	arcyniemiły
równiutki	równiuteńki|równiusieńki
siwiutki	siwiuteńki
słodki	przesłodki
słodki	słodziutki|słodziuśki
słodki	słodziutki|słodziuśki|słodziuchny
słodki	przesłodki
spokojny	spokojniutki
sprytny|pomysłowy|chytry|konceptowy	chytreńki
suchy	suchutki
suchy	suchawy
szczuplutki	szczupły
ubożuchny	biedny|ubogi|bidny
taniutki	supertani
zdrowy	zdrowiutki|zdrowiuteńki
ciepły	cieplutki
wartościowy	pełnowartościowy
wielki	ogromny|olbrzymi|wielgachny|wielgaśny
duży|znaczący|znaczny|niemały|niekiepski|większy	wielki
wydajny|produktywny	superwydajny
niski	niziutki
nowy	nienowy
strawny	lekki|lekkostrawny|łatwostrawny
czarniawy	czarny
sinawy	siny
rudawy	rudy
złotawordzawy	złotordzawy
chłodny	chłodnawy
ciepły	cieplutki
kasztanowaty	kasztanowy|kasztanowobrązowy|brązowokasztanowy
rudawobrązowy	rudobrązowy
zielonkawobrązowy	zielonobrązowy
złotawobrązowy	złotobrązowy|złocistobrązowy
żółtawobrunatny	żółtobrunatny
niebieskawozielony	morski|zielononiebieski|niebieskozielony
szarawozielony	szarozielony
żółtawozielony	żółtozielony
błękitnawy	błękitny
burawy	bury|brunatnoszary|szarobrunatny|szarobury
siwawy	siwy|posiwiały
szpakowaty|siwawy	siwy|osiwiały|przyprószony siwizną|zsiwiały|posiwiały
szarawy	szary
nadżółkły	zżółkły|pożółkły|wyżółkły
zielonkawożółty|zielonawożółty	zielonożółty
złotawy	złocisty|złoty|pozłocisty|złociutki|złotolity|złotolicy
zmarznięty|zmarzły	przemarznięty|przemarzły
siwy|posiwiały	siwiutki
syty|najedzony	przejedzony|przeżarty|obżarty
pusty	puściutki
brzydki	arcybrzydki
dowcipny	arcydowcipny
dowcipny|humorystyczny	arcydowcipny
zimnawy	chłodny
zły|niedobry	nienajlepszy
nowoczesny	supernowoczesny
biedny|ubogi|niebogaty|niezamożny|bidny	biedniutki|ubożuchny|biednieńki
abstrakcyjny	niedorzeczny
łatwy|nietrudny|lekki	trudnawy|ciężkawy
chudy	chudziutki
skromny|bidny	skromniutki
chudziutki	chudziuteńki
chudziutki	chudziuteńki
chytry	chytreńki
głupi|niemądry	durny
nieinteligentny	inteligentny|łebski|łepski|mózgowaty
ciemnawy	ciemny
ciemnawy	ciemny
deszczowy|zadeszczony	rozdeszczony
ciepły	cieplutki
ciepły	gorący
ciepły	gorący
ciepły	cieplutki
ciepły	cieplutki
cieplutki	cieplusi|ciepluśki|ciepluchny
dojrzały	przejrzały
luksusowy|ekskluzywny	superluksusowy
delikatny	delikatniutki
długi	długaśny
długi	długaśny
długi	ogromny
brudnawy	brudny|nieczysty|zabrudzony
brudnawy	brudny
mdławy	mdły
ciężki	katorżniczy|morderczy
szarawy	pochmurny|chmurny|szary
cudowny	przecudowny
cudowny|boski|nieziemski|cudny	przepiękny|przecudowny
cichutki	cichuteńki|cichusieńki
cichutki|spokojniutki	cichuteńki|cichusieńki
cichutki	cichuteńki|cichusieńki
cichutki	cichuteńki|cichusieńki
atrakcyjny	superatrakcyjny
duży|niemały	wielki
gorliwy	radykalny
kruchy	kruchutki
miękki	mięciutki
miękki|płynny	mięciutki
miękki	mięciutki
młodziutki|młodziuchny	młody
czerwony|zaczerwieniony	czerwoniutki
komunistyczny|czerwony|krasy	ultraczerwony
nieważny|nieistotny|nieznaczący	trzeciorzędny
szybki	superszybki|ekspresowy|błyskawiczny
szybki	szybciutki
pierwszorzędny	drugorzędny
szlachetny|piękny	kryształowy
naziemny	napowietrzny|nadziemny
silny|mocny	potężny|mocarny|wszechpotężny
cichy|spokojny	cichutki|spokojniutki
nieszlachetny|niegodny	mały|nędzny|niski
niegodny|nieszlachetny	nikczemny|mały|mikry|nędzny
wstawiony|zawiany|podpity|podcięty	nietrzeźwy|wcięty|wypity|napity
średniozamożny	bogaty|zamożny|majętny|możny
kusy	przykusy
dobry	świetny|rewelacyjny
szybki|prędki	szybciutki|prędziutki
głupi	debilny|kretyński|idiotyczny|durny|debilowaty
niepobłażliwy|niewyrozumiały	surowy|srogi
radykalny	ultraradykalny
beznadziejny	koszmarny|fatalny
tani	taniutki
smutny	smutnawy
niemoralny|amoralny	zepsuty
smutny	smutnawy
prosty|nieskomplikowany	prościutki
łatwy|lekki	leciutki
czarny	czarniutki
zmarzły|zmarznięty	przemarzły
zmarznięty|zmarzły	przemarznięty
ogromny|olbrzymi|wielgachny|wielgaśny	przeogromny|ogromniasty
uroczy	przeuroczy
spaśny	opasły
śliczny	śliczniutki
grzeczny	grzeczniutki
grzeczny	grzeczniutki
chudy	chudziutki|szczuplutki
skromny	skromniutki
pogodny	wesoły
wielki	olbrzymi|ogromny|potężny|wielgachny
straszny	straszliwy|przerażający
straszny	przestraszny
zły|niedobry|negatywny	straszny|okropny
dobry|pozytywny	wspaniały|wyborny
czarnowłosy	kruczowłosy
niewesoły	pogodny
niewesoły	pogodny
krytyczny	hiperkrytyczny|superkrytyczny
okrągły|krągły	okrąglutki|okrąglusi|okrągluchny|krąglutki|tłuściutki
ryżawy	ryży
młodziutki|młodziuchny	młody|młodzieńczy
młodziutki|młodziuchny	młodziuteńki|młodziusieńki
przepiękny|przecudny|przecudowny	arcypiękny
pełny	pełniutki
frywolny	perwersyjny
szczuplutki	szczupły
ładniutki	ładniuchny
zadowalający	przykładny
niski|niewysoki	niziutki|niziuśki
ładny|pokaźny	piękny
bogaty	przebogaty
tłusty	tłuściuchny
średni	spory
zacny	przezacny
zacny	przezacny
niemrawy	pogodny
nieuprzejmy	chamski
gniewny|rozzłoszczony|rozgniewany|zagniewany|gniewliwy	wściekły
króciutki	krótki|niedługi
króciutki	krótki|niedługi
króciuteńki|króciusieńki	króciutki
króciuteńki|króciusieńki	króciutki
koszmarny	przeokropny
na poziomie	na wysokim poziomie
na wysokim poziomie	na najwyższym poziomie
na niskim poziomie	na poziomie
na najniższym poziomie	na niskim poziomie
na niskim poziomie	na poziomie
na najniższym poziomie	na niskim poziomie
biedny|bidny	biedniutki
przykładny	doskonały|idealny
obrzydliwy|wstrętny|ohydny|przebrzydły	szkaradny
paskudny|okropny|wstrętny|obrzydliwy|ohydny	przeokropny
głupi	kretyński|idiotyczny|durny|debilny|durnowaty
głupi	durny|kretyński|idiotyczny|debilny|durnowaty|debilowaty
wspaniały	przewspaniały
wspaniały|świetny|wyborny|wyśmienity|znakomity|rewelacyjny	przewspaniały|przedobry|przewyborny
przewspaniały	arcywspaniały
potężny|mocarny|wszechpotężny	przepotężny
nielotny	głupi|niemądry
gładki	gładziutki
wyliniały|wyleniały	goły|nagi
niedosłyszalny	niesłyszalny|bezdźwięczny|niemy|bezgłosy|bezgłośny
gruby	grubaśny|grubachny
gruby	opasły
mgławy	mglisty
kilkunastominutowy|parunastominutowy	kilkudziesięciominutowy|parodziesięciominutowy
kilkuminutowy|parominutowy	kilkunastominutowy|parunastominutowy
minutowy|jednominutowy	godzinny|jednogodzinny|sześćdziesięciominutowy
podostry	ostry
niedosłyszący|przygłuchy|słabosłyszący|głuchawy	słyszący
kilkuletni|paroletni|kilkoletni	kilkunastoletni|parunastoletni|nastoletni
kilkunastoletni|parunastoletni|nastoletni	kilkudziesięcioletni|parodziesięcioletni
sekundowy|jednosekundowy	minutowy|jednominutowy
wydolny	sprawny
okrągławy	okrągły|okrągluchny|okrąglusi|okrąglutki
okrągławy	okrągły|krągły
tłustawy	tłusty
tłustawy	zatłuszczony|przetłuszczony|tłusty
tłustawy	gruby|spasły
grubawy|tęgawy	gruby|spasły
grubawy|przygruby	gruby
grubawy	gruby
grubawy	tubalny|gruby
grubawy	spaśny
grubawy	gruby
tęgawy	tęgi
zapracowany|zaorany	zaharowany
cieniuteńki|cieniusieńki	cieniutki|cieniuśki
cieniutki|cieniuśki	cienki
cieniutki|cieniuśki	cieniuteńki|cieniusieńki
drobniutki	drobny
nadgniły	zgniły
półprzejrzysty|półprzezroczysty|półprzeźroczysty	przezroczysty|klarowny|przejrzysty|czysty|przeźroczysty
parokrotny|kilkakrotny|kilkukrotny	wielokrotny|wielorazowy|częstotliwy
spokojny	spokojniutki
półświadomy	świadomy|świadom
prosty	prościutki
arcyciekawy	pasjonujący|fascynujący
prześmieszny|przekomiczny|przezabawny	arcyzabawny|arcykomiczny|arcyśmieszny
ubogi	ubożuchny
superszybki	ultraszybki
supernowoczesny	ultranowoczesny
dwurzędowy	trzyrzędowy|trójrzędowy
jednorzędowy	dwurzędowy
periodyczny|okresowy	regularny
wysokonakładowy	wielkonakładowy|wielonakładowy
przyciasny|ciasnawy	ciasny
przyciasny|ciasnawy	ciasny
poważny	arcypoważny
trzeciorzędny|trzeciorzędowy	czwartorzędny
niskonakładowy	małonakładowy
nudny	arcynudny
ciekawy	arcyciekawy
cienki	cieniutki|cieniuśki
obojętny	nieobojętny
grzeczny	grzeczniutki
zdziwiony	zdumiony|zdumiały
pełny|pełen	pełniutki
potężny	przepotężny
potężny	przepotężny
przyciężki|ciężkawy|przyciężkawy	ciężki|nielekki
stary|nienowy|dawny	pradawny|odwieczny
starawy	stary|nienowy
smutny	smutnawy
przestraszony|zastrachany|wystraszony|zalękniony|zlękniony	wylękły|wylękniony
niski	niziutki|niziuśki
pośpieszny|pospieszny	ekspresowy
prędki|szybki	szybciutki|prędziutki
prędki|szybki	szybciutki|prędziutki
przyciężki|ciężkawy	ciężki
ciężkawy|przyciężki	ciężki
ciężkawy|przyciężki	ciężki
czyściutki	czyściuchny
drobniutki	drobny
mały	średni|umiarkowany
leciuchny|lekuchny|lekkuchny|leciuśki	leciuteńki|leciusieńki
malusieńki|maluteńki	maleńki|malusi
mały	malutki
nudnawy	nijaki|bezbarwny|blady|szary|nieciekawy|nudny|bezlicy
przebogaty	arcybogaty
ogromny|olbrzymi|wielgachny	przeogromny
ogromny|olbrzymi|wielgachny	przeogromny
słodki	przesłodki
słodki	słodziutki|słodziuśki|słodziuchny
smutny	smutnawy
tłusty	tłuściuchny
dwójkowy	trójkowy
trójkowy	czwórkowy
bliski|niedaleki	bliziutki
wielki	ogromny|olbrzymi|wielgachny
wielki	ogromny|olbrzymi|wielgachny
przyciężki	ociężały
słodkawy	słodki
chudziutki|szczuplutki	chudziuteńki
głupawy|przygłupi	głupi|niemądry
głupawy|przygłupi	głupi
głupawy|przygłupi	głupi
głupawy|przygłupi	głupi
leciutki	leciuchny|lekuchny|lekkuchny|leciuśki
leciuteńki|leciusieńki	ultralekki
leciutki	leciuchny|lekkuchny|lekuchny
leciutki|leciuśki	lekuchny|lekkuchny|leciuchny
leciutki	leciuteńki|lekuchny|lekkuchny|leciuchny
leciutki|leciuśki	leciuteńki|leciusieńki
leciutki	delikatny|łagodny|lekki
leciuteńki|leciusieńki	lekuchny|lekkuchny|leciuchny|leciuśki
cichutki	cichuteńki|cichusieńki
spokojny	spokojniutki
spokojny	spokojniutki
spokojny	spokojniutki
spokojny	spokojniutki
spokojny	spokojniutki
starczy|stary	starutki|stareńki
słabiutki|słabieńki	słabiuchny
słabiutki|słabieńki	słaby
słabiutki|kiepściutki|słabieńki	kiepskawy
pustawy	pusty
wesoły	wesolutki
wesoły	wesolutki
bladawy	blady
bladawy	blady
bladawy	blady
bladawy	nijaki|bezbarwny|blady|szary|nieciekawy|nudny|bezlicy
siwy|posiwiały	siwiutki
wylękły|wylękniony	przerażony|zatrwożony
tępawy	tępy|tępogłowy
tępawy	tępy
tępawy	nieostry|tępy
postarzały	zestarzały
postarzały	zestarzały
różowy	różowiutki
różowy	różowiutki
zajmujący	pasjonujący|fascynujący
mętnawy	niezrozumiały|niejasny
przyzwoity	cnotliwy
chłodny|suchy	zimny
płytki	płyciutki
słodki	słodziuśki
słodki	przesłodki
słonawy	słony
słodki	słodziutki|słodziuśki|słodziuchny
zimny	chłodny
zimny	zimnawy
zimny	lodowaty|mroźny
delikatny	delikatniutki
zabawny	przezabawny
komfortowy	superkomfortowy
brązowawy	brązowy
brunatnawy	brunatny|brunatnobrązowy|brązowobrunatny
fioletowawy	fioletowy
lojalny|prawomyślny	arcylojalny
lojalny	arcylojalny
sympatyczny	przesympatyczny
niechętny|nieprzychylny|nieprzyjazny|nieżyczliwy	wrogi|złowrogi|nieprzyjacielski
wściekły	morderczy
zdziwiony	zdumiony|zdumiały
zdumiony|zdumiały	osłupiały|zbaraniały|zdębiały
chłodnawy	letni|ciepławy
fajny|fajowy	fajniutki
chłodnawy	chłodny|suchy
zdrowy	zdrowiutki|zdrowiuteńki
suchy	suchutki
suchy|czerstwy	suchutki
smrodliwy	śmierdzący
suchy|wyschnięty|wyschły|zasuszony	suchutki
głośny	gromki|huczny
równy	równiutki
równiutki	równiusieńki|równiuteńki
przetłuszczający się	tłusty
słaby	słabiutki|słabieńki
starszawy	starszy
niehigieniczny	antyhigieniczny
słabowidzący|niedowidzący|półślepy	widzący
myślący	bystry
niestary	starawy
przemiły	arcymiły
drugorzędny	trzeciorzędny|trzeciorzędowy
ekspresowy	superekspresowy
ekspresowy	superekspresowy
rzadki	rzadziutki
gęsty	gęściutki
gęsty	gęściutki
gęsty	gęściutki
grzeczny|dobry	grzeczniutki
jaśniutki	jaśniuteńki
jaśniutki	jaśniuteńki
krótkawy	długawy
mięciutki	mięciusieńki|mięciuteńki
mięciutki	miękki|niesztywny
nieciągły	półciągły
mokry	mokrutki|mokrzutki
niezły|niezgorszy|niekiepski	dobry
niezły	dobry
równiutki	równiuteńki|równiusieńki
równiutki	równiuteńki|równiusieńki
siwiutki	siwiuteńki
chudy	chudziutki
spory	duży|niemały
męczący	wyczerpujący
potrzebny	konieczny|niezbędny|nieodzowny|niezastąpiony|bezwarunkowy
lubiany|popularny	kultowy
lubiany|popularny	ubóstwiany
mokrutki|mokrzutki	mokruteńki|mokrzuteńki
wolniutki|wolniuśki	wolny|powolny
ciepławy	ciepły
chłodnawy	ciepławy
lodowaty	zimny
zimnawy	chłodny
chłodny	chłodnawy
ciepły	cieplutki
cieplusi|ciepluchny|ciepluśki	ciepluteńki|cieplusieńki
cieplusi|ciepluchny|ciepluśki	ciepluteńki|cieplusieńki
cieplusi|ciepluśki|ciepluchny	ciepluteńki|cieplusieńki
maleńki|malusi	malutki|tyci
maleńki|malusi	malutki
malutki	mały|nieduży|niewielki
maleńki|malusi	malusieńki|maluteńki
maleńki|malusi	malusieńki|maluteńki
malutki	mały
szczupły	chudawy
chudawy	chudy
chudzieńki|chudziusi	chudziusieńki
chudzieńki|chudziusi	chudziusieńki
chudzieńki|chudziusi	chudziusieńki
wątły	wątlutki
wątlutki	wątły
wątlutki	wątły
wątlutki	wątły
niski	niziutki|niziuśki
przyjemny|miły	przemiły
przyjemny|miły	przyjemniejszy
przyjemny|miły	milutki
milutki	milusi
milutki|mileńki	milusi
milusi	miluśki
milusi	miluśki
milusi	miluśki
miluśki	miluteńki|milusieńki
miluśki	miluteńki|milusieńki
miluśki	miluteńki|milusieńki
wesolutki	wesoluteńki
wesolutki	wesoluteńki
kruchy	kruchutki
kruchutki	kruchusieńki|kruchuteńki
kruchutki	kruchuteńki|kruchusieńki
kruchutki	kruchuteńki
kruchutki	kruchuteńki
wolniutki|wolniuśki	wolny|powolny
wolniuteńki|wolniusieńki	wolniutki|wolniuśki
miękkawy	miękki|niesztywny
szybciutki|prędziutki	szybciuteńki
szybciutki|prędziutki	superszybki
szybciutki|prędziutki	szybciuteńki
szybciutki	superszybki
szybciutki	szybciuteńki
bielutki|bialutki|bieluśki	bieluteńki|bielusieńki
czarniutki|czarniuśki	czarniusieńki|czarniuteńki
czarniutki	czarniusieńki
łatwiutki|banalny|leciutki	łatwy|nietrudny|lekki
jaśniutki	jaśniuteńki
ciemniutki	ciemniuteńki
ciemniutki	ciemniuteńki
ciemniutki	ciemniuteńki
ciemnawy	ciemny
nowiutki|nowiuśki|nowiusi	nowiuteńki|nowiusieńki
młodziuteńki|młodziusieńki	młodziutki|młodziuchny
podstarzały	zestarzały
trudnawy|ciężkawy	trudny|niełatwy|ciężki|nielekki
skromny	skromniutki
wesoły	wesolutki
piątkowy	szóstkowy
przedoskonały|przeidealny	wszechdoskonały
małowartościowy	wartościowy
niekiepski	dobry|niezły
prywatny	półprywatny
ładny	śliczny
brzydki	arcybrzydki
średnionakładowy	wysokonakładowy
drogi|bliski	przenajdroższy
przyzwoity	dobry
przyzwoity	cnotliwy
zacny	przezacny
pełny|pełen	pełniutki
gładziutki	gładziusieńki|gładziuteńki
gładziutki	gładziusieńki|gładziuteńki
pikantny	ostry
amatorski|nieprofesjonalny	półprofesjonalny
trudny|niełatwy|ciężki|nielekki	arcytrudny
produktywny|wydajny	superwydajny
wydajny|produktywny	superwydajny
wydajny	superwydajny
poważny	arcypoważny
poważny	arcypoważny
strawny	łatwy|lekki
nadpsuty	zepsuty|popsuty
podenerwowany	przedenerwowany
prawidłowy|poprawny	hiperpoprawny
niesyty	głodny
kiepski|marny|lichy	lichutki|kiepściutki
średni	niezły|niezgorszy|niekiepski
kiepski|słaby|niemocny	średni|przeciętny
oliwkowaty	oliwkowozielony|oliwkowy|zielonooliwkowy
gorzkawy|goryczkowaty	gorzki
zielonkawoniebieski	morski|zielononiebieski|niebieskozielony
pijaniutki	pijaniuteńki
ekspresowy	superekspresowy
ekspresowy	superekspresowy
wilgotnawy	wilgotny
lekki	leciutki|leciuśki
niskocholesterolowy	cholesterolowy
cienki	cieniutki|cieniuśki
cienki	cieniutki|cieniuśki
cienki	cieniutki|cieniuśki
czerwonawy	czerwony
drogocenny	bezcenny
brązowy	brązowiutki
półsekundowy	sekundowy|jednosekundowy
przestraszony|trwożny	przerażony|zatrwożony
superczuły	ultraczuły|nadczuły
suchawy	suchy
półgruby	grubawy|przygruby
półgruby	tłusty|wyróżniony|gruby
słupkowaty	słupkowy
blady	bledziutki|bladziutki
jasnawy	jasny
jasnawy	jasny
jasnawy	jasny
żółtawy	żółty
zielonkawy|zielonawy	zielony
niebieskawy	niebieski|niebny
ciemny|ciemnogłowy	ciemniutki
ciemnawy	ciemny
ciemnawy	ciemny|ciemnogłowy
pomarańczowawy	pomarańczowy|oranżowy
różowawy	różowy
supertani	darmowy|bezpłatny|nieodpłatny
ciemnokasztanowaty	ciemnokasztanowy
lekki	leciuśki|leciutki
maleńki|malusi	malutki|tyci
sinawy	siny
sinawy	siny|posiniały|zsiniały
niegłupi	mądry
czysty	czyściutki
czysty	czyściutki
czysty	czyściutki
czysty	czyściutki
niskodochodowy	niedochodowy
pyszniutki	przepyszny
kulistawy	kulisty
gorzkawy	gorzki
nowy	supernowy
nowy	nowiutki|nowiuśki|nowiusi
gorzkawy	gorzki
słodkawy	słodki
zielonkawoszary	zielonoszary
smakowity	przesmaczny
dobry	świetny|wspaniały|wyśmienity|znakomity|rewelacyjny|cudowny|wyborny
dobry	świetny|wyśmienity|znakomity|wyborny
świetny|rewelacyjny	doskonały|niezrównany|nieporównany
pyszny	pyszniutki
słupkowaty	słupkowy
niezamożny|niebogaty	średniozamożny
niegłupi	mądry
niegłupi	mądry
świetny|wspaniały|wyśmienity|znakomity|rewelacyjny|cudowny|wyborny	przewspaniały|przecudowny
świetny|wyśmienity|znakomity|wyborny	idealny
świetny|wspaniały|wyborny|wyśmienity|znakomity	przewspaniały|przewyborny
wspaniały|wyborny	przewspaniały
przewspaniały	arcywspaniały
przewspaniały|przedobry|przewyborny	arcywspaniały
świetny|kapitalny	fantastyczny|rewelacyjny
cudowny	przecudowny
pyszny	przepyszny
półdługi	długi
piękny|śliczny	śliczniutki
piękny	piękniutki
piękny	przepiękny|przecudowny
piękniutki	cudny
drobnowymiarowy	średniowymiarowy
średniowymiarowy	wielkowymiarowy
świetny|wspaniały|znakomity|wyśmienity|wyborny|rewelacyjny	przewyborny
silny	silniejszy
wesoły	wesolutki
wesolutki|wesoły	wstawiony|zawiany|podpity|podcięty
nietrzeźwy|wcięty|wypity|napity	zalany|spity
pogodny	wesoły
pogodny	wesoły
pogodny	wesoły
