my	0.000024	23
dzie	0.000023	22
wym	0.000022	21
owa	0.000022	21
kiemu	0.000022	21
ec	0.000022	21
fa	0.000021	20
ed	0.000021	20
mo	0.000020	19
gus	0.000020	19
ci	0.000020	19
an	0.000020	19
sia	0.000019	18
lem	0.000019	18
ha	0.000019	18
wem	0.000018	17
sy	0.000018	17
rów	0.000018	17
mu	0.000018	17
de	0.000018	17
aj	0.000018	17
si	0.000017	16
sem	0.000017	16
gi	0.000017	16
cia	0.000017	16
ru	0.000016	15
rowi	0.000016	15
nów	0.000016	15
nu	0.000016	15
kowi	0.000016	15
ców	0.000016	15
ać	0.000016	15
do	0.000015	14
cze	0.000015	14
by	0.000015	14
ły	0.000014	13
su	0.000014	13
rza	0.000014	13
gu	0.000014	13
zy	0.000013	12
tus	0.000013	12
tem	0.000013	12
rę	0.000013	12
nowi	0.000013	12
niec	0.000013	12
ez	0.000013	12
du	0.000013	12
rum	0.000012	11
ri	0.000012	11
rego	0.000012	11
py	0.000012	11
niu	0.000012	11
nii	0.000012	11
niego	0.000012	11
ierz	0.000012	11
ej	0.000012	11
dę	0.000012	11
cu	0.000012	11
cji	0.000012	11
bie	0.000012	11
anin	0.000012	11
ży	0.000011	10
ł	0.000011	10
ti	0.000011	10
sowi	0.000011	10
ija	0.000011	10
czowi	0.000011	10
co	0.000011	10
aus	0.000011	10
ane	0.000011	10
so	0.000010	9
mie	0.000010	9
mem	0.000010	9
lę	0.000010	9
kami	0.000010	9
iew	0.000010	9
eum	0.000010	9
ea	0.000010	9
czy	0.000010	9
cja	0.000010	9
chy	0.000010	9
aja	0.000010	9
wia	0.000008	8
tego	0.000008	8
sów	0.000008	8
nymi	0.000008	8
he	0.000008	8
dze	0.000008	8
di	0.000008	8
ał	0.000008	8
ści	0.000007	7
ńcu	0.000007	7
ło	0.000007	7
ąk	0.000007	7
wi	0.000007	7
towi	0.000007	7
lia	0.000007	7
em	0.000007	7
ech	0.000007	7
dii	0.000007	7
czów	0.000007	7
czem	0.000007	7
ża	0.000006	6
óz	0.000006	6
ój	0.000006	6
zu	0.000006	6
zia	0.000006	6
wiu	0.000006	6
v	0.000006	6
ua	0.000006	6
tę	0.000006	6
tą	0.000006	6
tów	0.000006	6
tii	0.000006	6
rzy	0.000006	6
pie	0.000006	6
lowi	0.000006	6
ij	0.000006	6
giem	0.000006	6
eja	0.000006	6
dem	0.000006	6
bę	0.000006	6
vo	0.000005	5
via	0.000005	5
tum	0.000005	5
tiego	0.000005	5
szy	0.000005	5
szu	0.000005	5
sus	0.000005	5
siu	0.000005	5
se	0.000005	5
rus	0.000005	5
ria	0.000005	5
pe	0.000005	5
num	0.000005	5
nio	0.000005	5
mą	0.000005	5
lego	0.000005	5
ien	0.000005	5
gą	0.000005	5
go	0.000005	5
gii	0.000005	5
fu	0.000005	5
dzia	0.000005	5
dzi	0.000005	5
dia	0.000005	5
chem	0.000005	5
bi	0.000005	5
bem	0.000005	5
aninie	0.000005	5
źnie	0.000004	4
ńca	0.000004	4
łej	0.000004	4
łego	0.000004	4
ór	0.000004	4
wymi	0.000004	4
uje	0.000004	4
uja	0.000004	4
uj	0.000004	4
ue	0.000004	4
tio	0.000004	4
tia	0.000004	4
rą	0.000004	4
rzu	0.000004	4
rium	0.000004	4
rio	0.000004	4
rii	0.000004	4
riego	0.000004	4
pia	0.000004	4
niem	0.000004	4
me	0.000004	4
lów	0.000004	4
ksu	0.000004	4
ień	0.000004	4
hem	0.000004	4
gę	0.000004	4
gia	0.000004	4
fem	0.000004	4
eń	0.000004	4
esz	0.000004	4
ep	0.000004	4
dą	0.000004	4
dowi	0.000004	4
czu	0.000004	4
ciu	0.000004	4
chu	0.000004	4
chowi	0.000004	4
cem	0.000004	4
bo	0.000004	4
biu	0.000004	4
bia	0.000004	4
ała	0.000004	4
ania	0.000004	4
żu	0.000003	3
żego	0.000003	3
łą	0.000003	3
łym	0.000003	3
łe	0.000003	3
ąg	0.000003	3
órz	0.000003	3
zą	0.000003	3
zo	0.000003	3
ziu	0.000003	3
zie	0.000003	3
wę	0.000003	3
vią	0.000003	3
vie	0.000003	3
va	0.000003	3
ują	0.000003	3
tym	0.000003	3
tach	0.000003	3
sze	0.000003	3
sji	0.000003	3
rzem	0.000003	3
rowie	0.000003	3
rię	0.000003	3
po	0.000003	3
nęła	0.000003	3
nowie	0.000003	3
nię	0.000003	3
nią	0.000003	3
nami	0.000003	3
mów	0.000003	3
mus	0.000003	3
mowi	0.000003	3
mi	0.000003	3
kom	0.000003	3
kimi	0.000003	3
gów	0.000003	3
gowi	0.000003	3
fy	0.000003	3
ecz	0.000003	3
dów	0.000003	3
dzy	0.000003	3
dzego	0.000003	3
dium	0.000003	3
cę	0.000003	3
cą	0.000003	3
czych	0.000003	3
czej	0.000003	3
com	0.000003	3
cję	0.000003	3
ciem	0.000003	3
ciek	0.000003	3
cego	0.000003	3
cami	0.000003	3
bus	0.000003	3
be	0.000003	3
aju	0.000003	3
żę	0.000002	2
śnie	0.000002	2
ście	0.000002	2
ńku	0.000002	2
ńców	0.000002	2
ębu	0.000002	2
ćka	0.000002	2
óg	0.000002	2
ód	0.000002	2
zę	0.000002	2
zów	0.000002	2
zowi	0.000002	2
zję	0.000002	2
zego	0.000002	2
wów	0.000002	2
ując	0.000002	2
ujemy	0.000002	2
tej	0.000002	2
szę	0.000002	2
szem	0.000002	2
szej	0.000002	2
sowie	0.000002	2
siowi	0.000002	2
sio	0.000002	2
siek	0.000002	2
siego	0.000002	2
sego	0.000002	2
rzec	0.000002	2
rom	0.000002	2
rej	0.000002	2
rca	0.000002	2
pu	0.000002	2
pii	0.000002	2
ozem	0.000002	2
oza	0.000002	2
ojem	0.000002	2
oja	0.000002	2
oj	0.000002	2
oi	0.000002	2
oego	0.000002	2
odzie	0.000002	2
odu	0.000002	2
niów	0.000002	2
niej	0.000002	2
nich	0.000002	2
niało	0.000002	2
nach	0.000002	2
miu	0.000002	2
mia	0.000002	2
lą	0.000002	2
lowie	0.000002	2
lami	0.000002	2
kus	0.000002	2
kia	0.000002	2
kach	0.000002	2
ies	0.000002	2
hów	0.000002	2
hy	0.000002	2
gio	0.000002	2
giego	0.000002	2
fie	0.000002	2
eę	0.000002	2
eć	0.000002	2
erz	0.000002	2
eo	0.000002	2
eju	0.000002	2
ecie	0.000002	2
dź	0.000002	2
dzu	0.000002	2
dzią	0.000002	2
dza	0.000002	2
dus	0.000002	2
dowie	0.000002	2
dio	0.000002	2
dach	0.000002	2
czą	0.000002	2
czył	0.000002	2
czowie	0.000002	2
czach	0.000002	2
cym	0.000002	2
cowi	0.000002	2
cio	0.000002	2
chę	0.000002	2
chowie	0.000002	2
cho	0.000002	2
chii	0.000002	2
chi	0.000002	2
che	0.000002	2
cer	0.000002	2
biego	0.000002	2
any	0.000002	2
anom	0.000002	2
am	0.000002	2
ali	0.000002	2
ajowi	0.000002	2
żyć	0.000001	1
żone	0.000001	1
żem	0.000001	1
że	0.000001	1
żach	0.000001	1
ż	0.000001	1
ź	0.000001	1
ńka	0.000001	1
ńcy	0.000001	1
ńcem	0.000001	1
ńce	0.000001	1
łu	0.000001	1
ęta	0.000001	1
ębów	0.000001	1
ęba	0.000001	1
ąż	0.000001	1
ąt	0.000001	1
ąb	0.000001	1
zła	0.000001	1
zus	0.000001	1
zji	0.000001	1
zje	0.000001	1
zio	0.000001	1
ziem	0.000001	1
zem	0.000001	1
ze	0.000001	1
zach	0.000001	1
wu	0.000001	1
wiejącego	0.000001	1
wemu	0.000001	1
vus	0.000001	1
vii	0.000001	1
vi	0.000001	1
usi	0.000001	1
ujący	0.000001	1
ującej	0.000001	1
ujące	0.000001	1
ui	0.000001	1
tych	0.000001	1
tom	0.000001	1
temu	0.000001	1
tami	0.000001	1
sę	0.000001	1
są	0.000001	1
szą	0.000001	1
sja	0.000001	1
się	0.000001	1
sień	0.000001	1
siem	0.000001	1
sami	0.000001	1
sach	0.000001	1
rzył	0.000001	1
rzowi	0.000001	1
rzone	0.000001	1
rzom	0.000001	1
riów	0.000001	1
riemu	0.000001	1
rami	0.000001	1
pła	0.000001	1
pę	0.000001	1
pów	0.000001	1
pem	0.000001	1
otła	0.000001	1
orzem	0.000001	1
orza	0.000001	1
oe	0.000001	1
oa	0.000001	1
nął	0.000001	1
nom	0.000001	1
niła	0.000001	1
nięcia	0.000001	1
nium	0.000001	1
nioną	0.000001	1
nimi	0.000001	1
nim	0.000001	1
nienia	0.000001	1
niek	0.000001	1
niała	0.000001	1
niał	0.000001	1
niami	0.000001	1
niach	0.000001	1
nemu	0.000001	1
mę	0.000001	1
mym	0.000001	1
mum	0.000001	1
mią	0.000001	1
mii	0.000001	1
mieć	0.000001	1
miego	0.000001	1
miało	0.000001	1
mach	0.000001	1
lona	0.000001	1
liła	0.000001	1
lił	0.000001	1
lisz	0.000001	1
lii	0.000001	1
kum	0.000001	1
ksie	0.000001	1
ksami	0.000001	1
kowie	0.000001	1
ioł	0.000001	1
ijowi	0.000001	1
ijem	0.000001	1
hę	0.000001	1
hus	0.000001	1
howi	0.000001	1
hemu	0.000001	1
hego	0.000001	1
gowie	0.000001	1
gom	0.000001	1
gią	0.000001	1
gium	0.000001	1
fą	0.000001	1
fowi	0.000001	1
fię	0.000001	1
fisz	0.000001	1
fiego	0.000001	1
fia	0.000001	1
eście	0.000001	1
eł	0.000001	1
eą	0.000001	1
eli	0.000001	1
ele	0.000001	1
eją	0.000001	1
eg	0.000001	1
eb	0.000001	1
dży	0.000001	1
dża	0.000001	1
dzię	0.000001	1
dziu	0.000001	1
dziem	0.000001	1
dzem	0.000001	1
dz	0.000001	1
dym	0.000001	1
dum	0.000001	1
dię	0.000001	1
dią	0.000001	1
diego	0.000001	1
dej	0.000001	1
cący	0.000001	1
czę	0.000001	1
czyła	0.000001	1
czym	0.000001	1
czana	0.000001	1
cych	0.000001	1
cowie	0.000001	1
cił	0.000001	1
cić	0.000001	1
cią	0.000001	1
cimi	0.000001	1
cim	0.000001	1
cień	0.000001	1
ciej	0.000001	1
ciego	0.000001	1
ciec	0.000001	1
cich	0.000001	1
ciami	0.000001	1
chów	0.000001	1
chym	0.000001	1
chia	0.000001	1
cemu	0.000001	1
bych	0.000001	1
bu	0.000001	1
bego	0.000001	1
bami	0.000001	1
ało	0.000001	1
aum	0.000001	1
anów	0.000001	1
aniu	0.000001	1
anina	0.000001	1
aniem	0.000001	1
anemu	0.000001	1
ana	0.000001	1
amy	0.000001	1
aję	0.000001	1
ając	0.000001	1
a	0.000001	1
