ku	prep	ARG	Time Goal?	dat		4		przyimek wraz z przyłączanym rzeczownikiem komunikujący, że zbliża się dana pora roku lub dnia	Dni są coraz dłuższe i ma się ku wiośnie.
ku	prep			dat		5		przyimek występujący w zdaniu komunikującym, że ktoś jest zainteresowany inną osobą pod względem erotycznym	Nasze dzieci mają się ku sobie.
lada	prep	CZAS	Time	nom	III			przyimek łączący się z nazwą jednostki czasu, komunikujący, iż coś stanie się w najbliższym czasie	Przyjadą lada godzina.
między	prep		Location Goal	acc		1		przyimek komunikujący, że to, o czym mowa, jest z obu stron otoczone czymś	Ulica ciągnęła się między domami.
między	prep	ARG		acc		4		przyimek wprowadzający określenie przeznaczenia tego, co stanowi rezultat dokonanego podziału	Podzielił majątek między synów.
między	prep		Location	inst		1		przyimek komunikujący, że to, o czym mowa, jest z obu stron otoczone czymś	Ulica ciągnęła się między domami.
między	prep		Path	inst		1		przyimek komunikujący, że to, o czym mowa, jest z obu stron otoczone czymś	Ulica ciągnęła się między domami.
między	prep			inst		2		przyimek komunikujący, iż zależność, o której mowa, dotyczy wymienionych w zdaniu osób, zjawisk, przedmiotów lub faktów	Pokrewieństwo między nimi było bardzo dalekie.
między	prep	CZAS	Time	inst		3		przyimek wprowadzający określenia granic czasowych, w których miało miejsce dane zdarzenie	Wrócę między drugą a trzecią.
między	prep			inst		5		przyimek ograniczający dwustronnie zbiór cech, które można przypisać nietypowemu obiektowi, o którym mowa	Bluzka koloru między żółtym a brązowym.
między	prep			inst		6		przyimek komunikujący, iż wybór, przed którym stoi dana osoba, dotyczy wymienionych przedmiotów lub osób	Wybieraj między mną a nim.
między	prep			inst		7		przyimek wprowadzający określenie zbioru, do którego należą lub spośród którego się wyróżniają charakteryzowane w zdaniu przedmioty lub osoby	Słynęła z urody między rówieśnicami.
mimo	prep			acc/gen				przyimek oznaczający rozbieżność między tym, co się dzieje, a tym, czego się należało spodziewać	Mimo późnej pory wyszedł na spacer.
na	prep		Location Goal	acc		1	b	miejsce lub kierunek, będące celem ruchu, czynności	Pojechali na Mazury.
na	prep		Duration	acc		2		przyimek tworzący wyrażenia oznaczające trwanie czegoś, okres, termin lub porę dziania się czegoś	Wyjechać na weekend.
na	prep		Measure	acc		3		przyimek tworzący wyrażenia oznaczające miarę, ocenę wielkości oraz zakres ich zastosowania	Gruby na palec.
na	prep	CZEMU	Condition	acc		4		przyimek tworzący z nazwami czynności wyrażenia określające cel, skutek lub sposób odbywania się tych czynności	Składać na pół.
na	prep	CZEMU	Purpose	acc		4		przyimek tworzący z nazwami czynności wyrażenia określające cel, skutek lub sposób odbywania się tych czynności	Składać na pół.
na	prep			acc		4		przyimek tworzący z nazwami czynności wyrażenia określające cel, skutek lub sposób odbywania się tych czynności	Składać na pół.
na	prep			acc		5	a	przyimek łączący z nadrzędnymi czasownikami rzeczowniki stanowiące ich uzupełnienie	Liczyć na pomoc.
na	prep			acc		5	b	z nadrzędnymi rzeczownikami wyrazy stanowiące ich uzupełnienie	Skrzynka na listy.
na	prep			acc		5	c	lub z nadrzędnymi przymiotnikami wyrazy stanowiące ich uzupełnienie	Był chciwy na pieniądze.
na	prep	LEX		acc		6		przyimek tworzący wraz z rzeczownikami równoważniki zdań	Na zdrowie!
na	prep			adv		7		przyimek tworzący z przysłówkowymi określeniami kolorów wyrażenia precyzujące osiągnięcie koloru	Pomalował ściany na zielono.
na	prep			adv		8		przyimek tworzący z przysłówkami lub przymiotnikami wyrażenia oznaczające szczególne okoliczności dziania się czegoś	Spać na stojąco.
na	prep		Duration	adv		9		przyimek tworzący z przysłówkami oznaczającymi czas wyrażenia precyzujące ten czas	Przyjechali na krótko.
na	prep			adv		10		przyimek tworzący w połączeniu ze składnikami nieodmiennymi wyrażenia zleksykalizowane, oznaczające różne relacje przestrzenne	Wyjść na zewnątrz.
na	prep		Location	loc		1	a	przyimek tworzący wyrażenia oznaczające miejsce dziania się lub znajdowania się czegoś	Pracował na polu.
nad	prep		Location Goal	acc		1		przyimek tworzący wyrażenia lokalizujące coś powyżej danego miejsca lub danej przestrzeni	Nad miastem przeszła burza.
nad	prep			acc		6		przyimek wprowadzający nazwę czegoś, czemu wymieniona w zdaniu cecha przysługuje w największym stopniu	Nic ważniejszego nad zdrowie.
nad	prep			acc		7		przyimek tworzący wyrażenia stanowiące wzmocnienie lub ograniczenie tego, co oznacza rzeczownik, z którym się łączy	Skandal nad skandale.
nad	prep		compar	acc		8		przyimek przyłączający określenie podstawy porównania	Praca nad siły.
nad	prep		Location	inst		1		przyimek tworzący wyrażenia lokalizujące coś powyżej danego miejsca lub danej przestrzeni	Nad miastem przeszła burza.
nad	prep		Path	inst		1		przyimek tworzący wyrażenia lokalizujące coś powyżej danego miejsca lub danej przestrzeni	Nad miastem przeszła burza.
nad	prep		Location	inst		2		przyimek tworzący wyrażenia lokalizujące coś w miejscu położonym blisko wody	Wyjechali nad morze. Warszawa leży nad Wisłą.
nad	prep	ARG		inst		3		przyimek tworzący wyrażenia wskazujące na przedmiot, temat tego, co oznacza wyraz określany	Opieka nad dziećmi. Myśleć nad sposobem ratunku.
nad	prep	CZAS	Time	inst		4		przyimek tworzący wyrażenia oznaczające bliskość czasową czegoś względem określonej pory	Wrócili nad ranem.
nad	prep			inst		5		przyimek przyłączający określenie osoby, która jest podporządkowana służbowo komuś innemu	Nad dyrektorem departamentu stał określony wiceminister.
naokoło	prep		Location	gen	II			przyimek komunikujący, że to, o czym jest mowa w zdaniu, ma miejsce ze wszystkich stron czegoś	
naokoło	prep		Path	gen	II			przyimek komunikujący, że to, o czym jest mowa w zdaniu, ma miejsce ze wszystkich stron czegoś	
naprzeciw	prep		Location	gen	I			przyimek komunikujący, że coś znajduje się lub dzieje się w miejscu, do którego dana osoba lub rzecz jest zwrócona, albo że ktoś idzie w kierunku, z którego spodziewa się nadejścia danej osoby	
niby	prep		compar		I			przyimek używany w konstrukcjach porównawczych, wyrażający relację podobieństwa	Drucik cienki niby igła.
niczym	prep		compar		I			przyimek przyłączający wyraz, który określa podstawę porównania	Wpatrywał się w mrok niczym sowa czyhająca na łup.
niedaleko	prep		Location	gen				przyimek komunikujący o małej odległości między przedmiotami, zdarzeniami lub punktami czasowymi	Mieszkali niedaleko parku.
niedaleko	prep	CZAS	Time	gen				przyimek komunikujący o małej odległości między przedmiotami, zdarzeniami lub punktami czasowymi	Mieszkali niedaleko parku.
niż	prep		compar		II			przyimek przyłączający wyrażenie określające podstawę porównania dla cechy lub sytuacji odznaczających się zwykle większym lub mniejszym stopniem nasilenia	Szybciej rosną wydatki niż dochody.
o	prep			acc	II	2		przyimek poprzedzający nazwę przedmiotu, z którym styka się jakaś osoba lub rzecz w wyniku ruchu lub w trakcie wykonywania jakiejś czynności	Zaczepiła rękawem o gwóźdź. Koła stukały o szyny.
o	prep			acc	II	3		przyimek wprowadzający określenie różnicy między dwoma obiektami lub stanami rzeczy pod względem ilości, liczby lub stopnia	Przerósł brata o głowę.
o	prep			loc	II	1		przyimek wprowadzający nazwę lub charakterystykę przedmiotu czyjejś wypowiedzi, czyjejś prośby, czyichś starań, myśli, uczuć, czyjegoś sądu lub przekonania, a także nazwę przedmiotu sporu, walki bądź oskarżenia	Często opowiadał o swojej rodzinie. Był przekonany o swojej racji. Drużyny walczyły o wejście do finału.
o	prep	CZAS	Time	loc	II	4		przyimek wprowadzający określenie czasu zdarzenia	Wyruszyli w góry o świcie.
o	prep			loc	II	5		przyimek przyłączający do nazwy rzeczy lub osoby rzeczownik z przymiotnikiem lub liczebnikiem charakteryzujący właściwość tej rzeczy lub osoby	Był człowiekiem o stalowych nerwach.
o	prep			loc	II	6		przyimek przyłączający nazwę narzędzia lub środka, którym posługuje się dana osoba, chcąc wykonać określoną czynność	Poruszała się o kulach.
obok	prep	MIEJSCE	Location	gen	I	1		przyimek komunikujący, że dana rzecz lub osoba znajduje się blisko innej	Położył łyżkę obok talerza. Usiadła obok syna.
obok	prep	MIEJSCE	Path	gen	I	1		przyimek komunikujący, że dana rzecz lub osoba znajduje się blisko innej	Położył łyżkę obok talerza. Usiadła obok syna.
obok	prep			gen	I	2		przyimek komunikujący o współwystępowaniu przedmiotów lub faktów, o których jest mowa, z innymi przedmiotami i faktami	Obok działalności politycznej uprawiał dziennikarstwo.
od	prep		Location Source	gen		1	a	przyimek wprowadzający określenie miejsca, od którego oddala się dana rzecz lub osoba	Goście wstali od stołu.
od	prep		Location Source	gen		1	b	lub z którego dochodzi dane zjawisko	Zimny wiatr wiał od morza.
od	prep			gen		2		przyimek wprowadzający nazwę strony lub miejsca, względem których określane jest położenie danego obiektu	Ręczniki leżą na drugiej półce od dołu.
od	prep			gen		3		przyimek wprowadzający nazwę obiektu, od którego dana rzecz jest oddzielana lub oddzielona	Odklejała znaczki od kopert.
od	prep			gen		4		przyimek wprowadzający nazwę osoby, od której pochodzi to, o czym jest mowa	Pieniądze pożyczyła od ojca.
od	prep	CZAS	Time Source/Duration	gen		5		przyimek wprowadzający określenie czasu, w którym zaczął mieć miejsce dany stan rzeczy	Była od świtu na nogach.
od	prep		Location Source/Manner	gen		6		przyimek wprowadzający określenie dolnej granicy czegoś	Mieszkanie było zastawione książkami od podłogi po sufit.
od	prep	CZEMU	Condition	gen		7		przyimek wprowadzający określenie przyczyny danego zjawiska	Buty miał mokre od rosy.
od	prep			gen		8		przyimek poprzedzający nazwę osoby, rzeczy lub zjawiska, z którymi ktoś chce uniknąć kontaktu	Zasłaniała twarz od słońca.
od	prep			gen		9	a	przyimek łączący dwa rzeczowniki, z których pierwszy nazywa część danej całości	Wyprasuj kołnierzyk od bluzki.
od	prep			gen		9	b	przedmiot zabezpieczający przed danym zjawiskiem	Weź proszek od bólu głowy.
od	prep			gen		9	c	lub przedmiot używany w danych sytuacjach	Garnitur od ślubu.
od	prep			gen		10		przyimek łączący nazwę osoby z określeniem jej specjalności	Firma zatrudni specjalistę od komputerów.
od	prep		compar	gen		11		przyimek łączący dwa człony konstrukcji porównawczej dotyczącej stopnia nasilenia danej cechy	Ta praca była trudniejsza od poprzedniej.
od	prep			gen		12		przyimek wprowadzający określenie podstawy obliczania jakiejś wielkości	W redakcji płacono mu od wiersza lub od arkusza.
od	prep			gen		13		przyimek przyłączający wyrazy i wyrażenia służące wymyślaniu komuś	Nawyzywała go od łajdaków.
około	prep	CZAS	Time	gen	I			przyimek poprzedzający określenie liczby, ilości, miary lub czasu, nadający im przybliżony charakter	
około	prep			gen	I			przyimek poprzedzający określenie liczby, ilości, miary lub czasu, nadający im przybliżony charakter	
opodal	prep		Location	gen	I			przyimek komunikujący o małej odległości przedmiotu lub zdarzenia od danego miejsca	Konie pasły się opodal lasu.
opodal	prep		Location Goal	gen	I			przyimek komunikujący o małej odległości przedmiotu lub zdarzenia od danego miejsca	Konie pasły się opodal lasu.
oprócz	prep			gen		1		przyimek wyłączający z zakresu odniesienia zdania element, którego nazwa użyta jest po tym przyimku	Zwiedzili cały pałac oprócz ostatniego piętra.
oprócz	prep			gen		2		przyimek włączający do zakresu odniesienia zdania element, którego nazwa użyta jest po tym przyimku	Oprócz niego byli tam i inni.
po	prep		x	acc		5		przyimek poprzedzający określenie górnej granicy czegoś	Nakryła się kołdrą po czubek nosa.
po	prep	CZEMU	Purpose?	acc		16		przyimek wprowadzający nazwę rzeczy lub osoby, którą ktoś zamierza zabrać z miejsca, do którego się w tym celu udaje	Poszedł do przedszkola po wnuka.
po	prep	CZEMU	Purpose	acc		17		przyimek wraz z przyłączanym rzeczownikiem wprowadzający określenie celu charakteryzowanej w zdaniu czynności	Zatelefonowała do niego po radę i pomoc.
po	prep			adv		19		przyimek wprowadzajacy przysłówki określające sposób lub podobieństwo	Zachowywał się w stosunku do mnie po ojcowsku.
po	prep		Location	loc		1	a	przyimek wraz z użytym po nim rzeczownikiem komunikujący, że to, o czym mowa, dzieje się w wielu miejscach jakiejś przestrzeni	Echo roznosi się po lesie.
po	prep		Path	loc		1	a	przyimek wraz z użytym po nim rzeczownikiem komunikujący, że to, o czym mowa, dzieje się w wielu miejscach jakiejś przestrzeni	Echo roznosi się po lesie.
po	prep		Location	loc		1	b	lub że czynność, o której mowa, jest wykonywana w różnych miejscach	Szeptali o tym po kawiarniach.
po	prep	CZAS	Time	loc		2		przyimek wprowadzający określenie czasu, wraz z którym komunikujący, że to samo zdarzenie powtarza się przez pewien czas	Po nocach grał w karty, a w dzień się uczył.
po	prep		Location	loc		3		przyimek wprowadzający określenie powierzchni przedmiotu, na której lub wzdłuż której wykonuje się czynność lub ruch	Zimą dzieci ślizgały się po zamarzniętym jeziorze.
po	prep		Path	loc		3		przyimek wprowadzający określenie powierzchni przedmiotu, na której lub wzdłuż której wykonuje się czynność lub ruch	Zimą dzieci ślizgały się po zamarzniętym jeziorze.
po	prep	COMPREP		loc		4	a	przyimek wprowadzający określenie strony, z której lub na której coś się dzieje lub znajduje	Pisz tylko po jednej stronie kartki.
po	prep	ARG		loc		4	b	lub części jakiejś całości, zwykle części ciała, podlegającej działaniu	Całował babcię po rękach.
po	prep	CZAS	Time	loc		6		przyimek wprowadzający określenie stanu rzeczy lub punktu czasowego wcześniejszego w stosunku do zdarzenia, o którym mowa w zdaniu	Po doktoracie podjęła pracę w liceum.
po	prep	CZAS/SYTUACJA	Time	loc		7		przyimek wprowadzający określenie czasu dzielącego dwa zdarzenia	Spotkali się dopiero po dwudziestu latach.
po	prep			loc		8		przyimek wraz z użytą po nim nazwą wyznaczający osobę lub rzecz zajmującą w pewnej hierarchii miejsce wyróżnione w stosunku do innych osób lub rzeczy, o których jest mowa	W parafii uchodził za pierwszego człowieka po proboszczu.
po	prep			loc		9		przyimek wprowadzający nazwę rzeczy, użytą również bezpośrednio przed przyimkiem, i wraz z tymi nazwami komunikujący, że z każdą kolejną rzeczą objętą tą nazwą dzieje się to samo co z poprzednią	Nagrywał zdanie po zdaniu.
po	prep			loc		10		przyimek wprowadzający nazwę osoby, do której coś wcześniej należało lub która była wcześniej nosicielem danej cechy	Talent malarski miał po matce.
po	prep			loc		11		przyimek wprowadzający nazwę osoby, której działania wymagają innych działań charakteryzowanych w zdaniu	Przez cały tydzień sprzątała po murarzach.
po	prep			loc		12		przyimek wprowadzający nazwę rzeczy, którą było wcześniej wypełnione dane naczynie lub opakowanie	Butelka po mleku.
po	prep			loc		13		przyimek wprowadzający nazwę osoby, której odejście wywołało czyjąś rozpacz	Przez miesiąc rozpaczała po dziadku.
po	prep		Purpose/Condition	loc		14		przyimek wraz z użytym po nim rzeczownikiem nazywającym zdarzenie lub osobę komunikujący o przewidywanym następstwie tego zdarzenia lub działania tej osoby	Po wizycie prezydenta miasta oczekiwano reaktywowania starej umowy.
po	prep			loc		15		przyimek wraz z użytym po nim rzeczownikiem komunikujący, na jakiej podstawie rozpoznawany jest przedmiot, o którym mowa w zdaniu	Potrafiła rozróżniać drzewa po liściach.
po	prep			loc		18		przyimek wraz z użytym po nim rzeczownikiem lub połączeniem liczebnika z rzeczownikiem komunikujący, ile rzeczy, osób lub zdarzeń przypada na kogoś lub na coś	Każde dziecko dostało po gruszce.
pod	prep		Location Goal	acc		1		przyimek występujący w zdaniu komunikującym, że ktoś lub coś znajduje się poniżej lub przedostaje się tak, żeby znaleźć się poniżej danej rzeczy	Kot spał pod biurkiem. Woda wlewała się pod wannę.
pod	prep		Location Goal	acc		2		przyimek przyłączający nazwę rzeczy, która przykrywa coś lub kogoś	Dziecko schowało się pod kołdrę.
pod	prep		Location Goal	acc		3		przyimek występujący w zdaniu komunikującym, że ktoś lub coś znajduje się w pobliżu lub udaje się w pobliże obiektu, który przewyższa osobę lub rzecz, o której mowa	Spotkajmy się pod pomnikiem.
pod	prep		Location Goal	acc		4		przyimek przyłączający nazwę góry lub miejscowości, w okolicach której coś się dzieje lub w okolice której ktoś się udaje	Mieszkali pod Babią Górą. Katastrofa wydarzyła się pod Poznaniem.
pod	prep		Location Goal	acc		5		przyimek wraz z przyłączanym rzeczownikiem komunikujący, że ktoś lub coś posuwa się w kierunku przeciwnym do kierunku wiatru lub prądu rzeki	Z trudem wiosłowali pod prąd.
pod	prep	ARG		acc		6		przyimek wprowadzający nazwę czynności lub jej obiektu, podporządkowaną nadrzędnemu składnikowi zdania	Wniosek poddano pod głosowanie.
pod	prep	ARG		acc		7		przyimek wraz z przyłączanym rzeczownikiem komunikujący o kierowaniu czymś, sprawowaniu władzy lub opieki nad kimś lub nad czymś	Rodzice oddali córkę pod opiekę babci.
pod	prep		Location Goal	acc		10		przyimek wraz z przyłączanym wyrażeniem określający czyjś adres lub numer telefonu	Proszę zanieść te bagaże pod szóstkę.
pod	prep			acc		11		przyimek występujący w zdaniu komunikującym, że jedna rzecz jest dopasowana lub dostosowana do drugiej	Kupiła torebkę pod kolor płaszcza.
pod	prep			acc		12		przyimek występujący w zdaniu komunikującym, że ktoś robi coś w sposób charakterystyczny dla danego twórcy lub odpowiadający upodobaniom danej osoby	Jej pierwsze obrazy były malowane pod Picassa.
pod	prep	CZAS	Time	acc		13		przyimek wraz z określeniem czasu komunikujący, że coś zdarzyło się nieco wcześniej, niż w chwili, na którą to określenie wskazuje	Pod wieczór zaczęło padać.
pod	prep			acc		14		przyimek wraz z określeniem liczby komunikujący, że dana wielkość jest niewiele mniejsza, niż wskazuje ta liczba	Ojciec miał już wtedy pod osiemdziesiątkę.
pod	prep			acc		15	a	przyimek wprowadzający nazwę zakąski, która towarzyszy piciu alkoholu	Pili pod śledzika.
pod	prep			acc		15	b	lub określenie wznoszonego przez kogoś toastu	Pod nasze spotkanie!
pod	prep		Location	inst		1		przyimek występujący w zdaniu komunikującym, że ktoś lub coś znajduje się poniżej lub przedostaje się tak, żeby znaleźć się poniżej danej rzeczy	Kot spał pod biurkiem. Woda wlewała się pod wannę.
pod	prep		Path	inst		1		przyimek występujący w zdaniu komunikującym, że ktoś lub coś znajduje się poniżej lub przedostaje się tak, żeby znaleźć się poniżej danej rzeczy	Kot spał pod biurkiem. Woda wlewała się pod wannę.
pod	prep		Location	inst		2		przyimek przyłączający nazwę rzeczy, która przykrywa coś lub kogoś	Dziecko schowało się pod kołdrę.
pod	prep		Location	inst		3		przyimek występujący w zdaniu komunikującym, że ktoś lub coś znajduje się w pobliżu lub udaje się w pobliże obiektu, który przewyższa osobę lub rzecz, o której mowa	Spotkajmy się pod pomnikiem.
pod	prep		Location	inst		4		przyimek przyłączający nazwę góry lub miejscowości, w okolicach której coś się dzieje lub w okolice której ktoś się udaje	Mieszkali pod Babią Górą. Katastrofa wydarzyła się pod Poznaniem.
pod	prep		Stimulus/Condition	inst		8		przyimek wprowadzający określenie przyczyny lub uzasadnienia jakiegoś zdarzenia albo okoliczności, które miały na to zdarzenie wpływ	Drzwi otworzyły się pod naporem tłumu.
pod	prep			inst		9		przyimek występujący w zdaniu komunikującym, że dana osoba lub dany obiekt mogą być rozpoznane za pomocą wymienionej nazwy	" Policja zorganizowała akcję pod kryptonimem ""Powroty""."
pod	prep		Location	inst		10		przyimek wraz z przyłączanym wyrażeniem określający czyjś adres lub numer telefonu	Proszę zanieść te bagaże pod szóstkę.
pod	prep			inst		16		przyimek przyłączający określenie osoby, której inni są podporządkowani, zwykle służbowo	Pod wiceministrem było pięciu dyrektorów departamentu.
pod	prep			inst		17		przyimek wraz z przyłączanym rzeczownikiem określający konsekwencje, jakie grożą osobie, która nie dostosuje się do tego, o czym jest mowa w zdaniu	Kazano mu opuścić lokal pod groźbą eksmisji.
pod	prep			inst		18		przyimek występujący w zdaniu komunikującym, że dana osoba za pomocą wypowiedzianych słów zobowiązała się do czegoś	Zeznawał pod przysięgą.
podczas	prep	CZAS	Time	gen				przyimek komunikujący, że dane zdarzenie miało miejsce w tym samym czasie, co inne	
ponad	prep		Location Goal	acc	I	1		przyimek występujący w zdaniu, które komunikuje, że coś znajduje się lub dzieje się powyżej danego miejsca lub danej przestrzeni	Gołębie wzbiły się ponad dachy domów.
ponad	prep		compar	acc	I	2		przyimek występujący w zdaniu, które komunikuje, że jeden z porównywanych obiektów jest bardziej ceniony niż drugi	Bracia kochali matkę ponad wszystko.
ponad	prep			acc	I	3		przyimek występujący w zdaniu, które komunikuje, że ktoś lub coś wyróżnia się spośród osób, rzeczy lub zjawisk tego samego rodzaju albo że dystansuje się od nich	Wybił się ponad swoje środowisko.
ponad	prep			acc	I	4		przyimek występujący w zdaniu, które komunikuje, że jakieś działanie lub jakiś stan przekracza dany poziom lub normę	Był dojrzały ponad wiek.
ponad	prep		Location	inst	I	1		przyimek występujący w zdaniu, które komunikuje, że coś znajduje się lub dzieje się powyżej danego miejsca lub danej przestrzeni	Gołębie wzbiły się ponad dachy domów.
ponad	prep		Path	inst	I	1		przyimek występujący w zdaniu, które komunikuje, że coś znajduje się lub dzieje się powyżej danego miejsca lub danej przestrzeni	Gołębie wzbiły się ponad dachy domów.
poprzez	prep		Path	acc		1		przyimek komunikujący, że ktoś lub coś posuwa się po jakimś obszarze	
poprzez	prep			acc		2		przyimek przyłączający nazwę rzeczy utrudniającej wykonywanie czynności	
poprzez	prep			acc		3		przyimek, który wraz z przyłączanym rzeczownikiem charakteryzuje działanie, będące środkiem do osiągnięcia celu	
poprzez	prep		Path	acc		4		przyimek wprowadzający element zajmujący miejsce pośrednie w co najmniej trójelementowym szeregu	
poprzez	prep			acc		5		przyimek przyłączający nazwę osoby, instytucji lub rzeczy, z której pośrednictwa ktoś korzysta	
poprzez	prep		Duration	acc		6		przyimek przyłączający określenie czasu, w którym miał miejsce dany stan rzeczy	
poza	prep		Location Goal	acc	II	1		przyimek komunikujący, że ktoś lub coś znajduje się na zewnątrz danego obszaru albo udaje się lub przemieszcza do miejsca położonego na zewnątrz niego	Wieczory spędzamy poza domem.
poza	prep		Location	inst	II	1		przyimek komunikujący, że ktoś lub coś znajduje się na zewnątrz danego obszaru albo udaje się lub przemieszcza do miejsca położonego na zewnątrz niego	Wieczory spędzamy poza domem.
poza	prep		Time	inst	II	2		przyimek komunikujący, że dany stan rzeczy ma miejsce w innym czasie lub środowisku, niż wskazuje na to przyłączany rzeczownik	Widywali się poza lekcjami.
poza	prep			inst	II	3		przyimek wyłączający z zakresu odniesienia zdania pewne elementy	Nie pisał prawie nic poza felietonami do gazety.
poza	prep			inst	II	4		przyimek włączający do zakresu odniesienia zdania jakieś elementy	Poza kierowcą poszkodowanych było jeszcze kilka osób.
przeciw	prep			dat		1		przyimek przyłączający nazwę stanu rzeczy, na które się dana osoba nie zgadza	Mieszkańcy gminy protestowali przeciw budowie oczyszczalni ścieków.
przeciw	prep			dat		2		przyimek przyłączający nazwę osoby, której ktoś zamierza zrobić coś złego	Generał poprowadził dywizjon przeciw nieprzyjacielskim czołgom.
