Amerykach	Ameryka	subst:pl:loc:f	1	NCOMPOS	SGJP-EXACT	NCH	CORR
Ameryk	Ameryka	subst:pl:gen:f	1	NCOMPOS	SGJP-EXACT	NCH	CORR
Amerykanami	Amerykanin	subst:pl:inst:m1	3	NCOMPOS	SGJP-EXACT	NCH	CORR
Amerykanie	Amerykanin	subst:pl:nom:m1	29	NCOMPOS	SGJP-EXACT	NCH	CORR
Amerykanie	Amerykanin	subst:pl:nom:m1	3	NCOMPOS	NON-SGJP	PN	CORR
Amerykanom	Amerykanin	subst:pl:dat:m1	4	NCOMPOS	SGJP-EXACT	NCH	CORR
Amerykanów	Amerykanin	subst:pl:acc:m1	4	NCOMPOS	SGJP-EXACT	NCH	CORR
Amerykanów	Amerykanin	subst:pl:gen:m1	15	NCOMPOS	SGJP-EXACT	NCH	CORR
Ameryki	Ameryka	subst:sg:gen:f	34	NCOMPOS	SGJP-EXACT	NCH	CORR
Amikę	Amica	subst:sg:acc:f	1	NCOMPOS	NON-SGJP	PN	CORR
anglo	angielski	adja	1	NCOMPOS	NON-SGJP	CW	CORR
Ani	Ania	subst:sg:dat:f	1	NCOMPOS	SGJP-EXACT	NCH	CORR
Ani	Ania	subst:sg:gen:f	9	NCOMPOS	SGJP-EXACT	NCH	CORR
Anielę	Aniela	subst:sg:acc:f	1	NCOMPOS	SGJP-EXACT	NCH	CORR
Anieli	Aniela	subst:sg:dat:f	1	NCOMPOS	SGJP-EXACT	NCH	CORR
Anieli	Aniela	subst:sg:gen:f	1	NCOMPOS	SGJP-EXACT	NCH	CORR
Antonim	Antoni	subst:sg:inst:m1	4	NCOMPOS	SGJP-EXACT	NCH	CORR
à propos	apropos	prep:gen	1	NCOMPOS	NON-SGJP	CW	CORR
Arai	Araya	subst:sg:gen:m1	1	NCOMPOS	NON-SGJP	PN	CORR
Ariego	Arie	subst:sg:acc:m1	1	NCOMPOS	NON-SGJP	PN	CORR
Arka	Arek	subst:sg:gen:m1	2	NCOMPOS	SGJP-EXACT	NCH	CORR
Arkiem	Arek	subst:sg:inst:m1	1	NCOMPOS	SGJP-EXACT	NCH	CORR
Armji	armia	subst:sg:gen:f	1	NCOMPOS	NON-SGJP	CW	DIAL
Arsenie	Arsene	subst:sg:loc:m1	1	NCOMPOS	NON-SGJP	PN	CORR
Atlancie	Atlanta	subst:sg:loc:f	1	NCOMPOS	SGJP-EXACT	NCH	CORR
attachés	attaché	subst:pl:dat:m1	1	NCOMPOS	NON-SGJP	EXT	CORR
Augusty	Augusta	subst:sg:gen:f	1	NCOMPOS	SGJP-EXACT	NCH	CORR
austro	austriacki	adja	2	NCOMPOS	NON-SGJP	CW	CORR
Azowa	Azow	subst:sg:gen:m3	1	NCOMPOS	NON-SGJP	PN	CORR
Azy	Aza	subst:sg:gen:m1	1	NCOMPOS	SGJP-EXACT	NCH	CORR
Bacha	Bach	subst:sg:acc:m1	1	NCOMPOS	SGJP-EXACT	NCH	CORR
Bacha	Bach	subst:sg:gen:m1	4	NCOMPOS	SGJP-EXACT	NCH	CORR
Bałtyki	Bałtyka	subst:sg:gen:f	1	NCOMPOS	NON-SGJP	PN	CORR
Barczewa	Barczew	subst:sg:gen:m3	1	NCOMPOS	NON-SGJP	PN	CORR
Barczy	Barcza	subst:sg:loc:f	1	NCOMPOS	NON-SGJP	PN	CORR
Bartoka	Bartók	subst:sg:gen:m1	1	NCOMPOS	NON-SGJP	PN	CORR
bardziej	bardzo	adv:com	1	NCOMPOS	NON-SGJP	CW	CORR
Baskami	Bask	subst:pl:inst:m1	1	NCOMPOS	SGJP-EXACT	NCH	CORR
Beacie	Beata	subst:sg:dat:f	2	NCOMPOS	SGJP-EXACT	NCH	CORR
Beaty	Beata	subst:sg:gen:f	3	NCOMPOS	SGJP-EXACT	NCH	CORR
Bednarka	Bednarek	subst:sg:gen:m1	1	NCOMPOS	SGJP-EXACT	NCH	CORR
Bemowie	Bemowo	subst:sg:loc:n	5	NCOMPOS	NON-SGJP	PN	CORR
Benedykcie	Benedykt	subst:sg:voc:m1	1	NCOMPOS	SGJP-EXACT	NCH	CORR
Benedykta	Benedykt	subst:sg:gen:m1	7	NCOMPOS	SGJP-EXACT	NCH	CORR
Benedyktem	Benedykt	subst:sg:inst:m1	2	NCOMPOS	SGJP-EXACT	NCH	CORR
Benfiki	Benfica	subst:sg:gen:f	1	NCOMPOS	NON-SGJP	PN	CORR
Berlina	Berlin	subst:sg:gen:m3	17	NCOMPOS	SGJP-EXACT	NCH	CORR
Berlinem	Berlin	subst:sg:inst:m3	1	NCOMPOS	SGJP-EXACT	NCH	CORR
Berlinie	Berlin	subst:sg:loc:m3	28	NCOMPOS	SGJP-EXACT	NCH	CORR
Bernie	Berna	subst:sg:dat:f	1	NCOMPOS	NON-SGJP	PN	CORR
beta-laktamaz	beta-laktamaza	subst:pl:gen:f	1	NCOMPOS	NON-SGJP	PN	CORR
bewupa	bewupe	subst:sg:gen:m3	1	NCOMPOS	NON-SGJP	NEOL	CORR
Białą	Biała	subst:sg:inst:f	1	NCOMPOS	SGJP-EXACT	NCH	CORR
Białostockiego	Białostockie	subst:sg:gen:n	1	NCOMPOS	SGJP-EXACT	NCH	CORR
Bielicach	Bielice	subst:pl:loc:n	1	NCOMPOS	SGJP-EXACT	NCH	CORR
Bielska-Białej	Bielsko-Biała	subst:sg:gen:f	2	NCOMPOS	NON-SGJP	PN	CORR
Bielska	Bielsko	subst:sg:gen:n	2	NCOMPOS	SGJP-EXACT	NCH	CORR
Bielskiem	Bielsko	subst:sg:inst:n	1	NCOMPOS	SGJP-EXACT	NCH	CORR
Bielskiem	Bielsk	subst:sg:inst:m3	1	NCOMPOS	SGJP-EXACT	NCH	CORR
Bielsku-Białej	Bielsko-Biała	subst:pl:loc:f	1	NCOMPOS	NON-SGJP	PN	CORR
Bielsku-Białej	Bielsko-Biała	subst:sg:loc:f	7	NCOMPOS	NON-SGJP	PN	CORR
Bielsku-Białej	Bielsko-Biała	subst:sg:loc:n	1	NCOMPOS	NON-SGJP	PN	CORR
Bielsku	Bielsko	subst:sg:loc:n	2	NCOMPOS	SGJP-EXACT	NCH	CORR
biznesksiężmi	biznesksiądz	subst:pl:inst:m1	1	NCOMPOS	NON-SGJP	NEOL	CORR
BLIŹNIĘTACH	Bliźnięta	subst:pl:loc:n	1	NCOMPOS	SGJP-LMM-CAPITAL	NCH	CORR
błe	ble	interj	1	NCOMPOS	NON-SGJP	NEOL	CORR
Błędowa	Błędowo	subst:sg:gen:n	1	NCOMPOS	NON-SGJP	PN	CORR
Błońską	Błońska	subst:sg:acc:f	2	NCOMPOS	SGJP-EXACT	NCH	CORR
BM-ki	BM-ka	subst:pl:acc:f	1	NCOMPOS	NON-SGJP	COMPD	CORR
Boberem	Bober	subst:sg:inst:m1	1	NCOMPOS	SGJP-EXACT	NCH	CORR
Bobrowską	Bobrowska	subst:sg:acc:f	1	NCOMPOS	SGJP-EXACT	NCH	CORR
Bobru	Bóbr	subst:sg:gen:m3	1	NCOMPOS	SGJP-EXACT	NCH	CORR
Bojanowie	Bojanów	subst:sg:loc:m3	1	NCOMPOS	SGJP-EXACT	NCH	CORR
Bola	Bolo	subst:sg:acc:m1	1	NCOMPOS	NON-SGJP	PN	CORR
Bolesławowie	Bolesławów	subst:sg:loc:m3	1	NCOMPOS	NON-SGJP	PN	CORR
Bora	Bór	subst:sg:gen:m1	1	NCOMPOS	SGJP-EXACT	NCH	CORR
Bornego	Borne	subst:sg:gen:n	1	NCOMPOS	NON-SGJP	PN	CORR
Bornem	Borne	subst:sg:loc:n	1	NCOMPOS	NON-SGJP	PN	CORR
Borowej	Borowa	subst:sg:gen:f	1	NCOMPOS	NON-SGJP	PN	CORR
Borussii	Borussia	subst:sg:dat:f	1	NCOMPOS	NON-SGJP	PN	CORR
Borussii	Borussia	subst:sg:gen:f	1	NCOMPOS	NON-SGJP	PN	CORR
Botwina	Botwin	subst:sg:gen:m1	1	NCOMPOS	NON-SGJP	PN	CORR
Boznańskie	Boznańska	subst:pl:nom:f	1	NCOMPOS	NON-SGJP	PN	CORR
Brańska	Brańsk	subst:sg:gen:m3	2	NCOMPOS	NON-SGJP	PN	CORR
Broki	Broca	subst:sg:gen:m1	1	NCOMPOS	NON-SGJP	PN	CORR
Brrr	Brr	interj	1	NCOMPOS	NON-SGJP	NEOL	CORR
Brucem	Bruce	subst:sg:inst:m1	1	NCOMPOS	NON-SGJP	PN	CORR
Brueckner	Brückner	subst:sg:nom:m1	1	NCOMPOS	NON-SGJP	PN	CORR
Brzeska	Brzesko	subst:sg:gen:n	1	NCOMPOS	SGJP-EXACT	NCH	CORR
Brzesku	Brzesko	subst:sg:loc:n	1	NCOMPOS	SGJP-EXACT	NCH	CORR
bulę	bula	subst:sg:acc:f	1	NCOMPOS	NON-SGJP	SPEC	CORR
Bydgoskiego	Bydgoskie	subst:sg:gen:n	1	NCOMPOS	SGJP-EXACT	NCH	CORR
bydzie	być	fin:sg:ter:imperf	1	NCOMPOS	NON-SGJP	CW	DIAL
Bystrą	Bystra	subst:sg:acc:f	1	NCOMPOS	NON-SGJP	PN	CORR
Bystrej	Bystra	subst:sg:gen:f	1	NCOMPOS	NON-SGJP	PN	CORR
Bytowa	Bytów	subst:sg:gen:m3	2	NCOMPOS	SGJP-EXACT	NCH	CORR
Bytowem	Bytów	subst:sg:inst:m3	1	NCOMPOS	SGJP-EXACT	NCH	CORR
Canale+	Canal+	subst:sg:loc:m3	1	NCOMPOS	NON-SGJP	PN	CORR
Carrowie	Carr	subst:pl:nom:m1	1	NCOMPOS	NON-SGJP	PN	CORR
Cezarym	Cezary	subst:sg:inst:m1	1	NCOMPOS	SGJP-EXACT	NCH	CORR
Charliem	Charlie	subst:sg:inst:m1	1	NCOMPOS	NON-SGJP	PN	CORR
chciem	chcieć	fin:sg:pri:imperf	1	NCOMPOS	NON-SGJP	CW	DIAL
Cheneya	Cheney	subst:sg:gen:m1	1	NCOMPOS	NON-SGJP	PN	CORR
Cheneyem	Cheney	subst:sg:inst:m1	1	NCOMPOS	NON-SGJP	PN	CORR
Chinach	Chiny	subst:pl:loc:n	14	NCOMPOS	SGJP-EXACT	NCH	CORR
Chinami	Chiny	subst:pl:inst:n	1	NCOMPOS	SGJP-EXACT	NCH	CORR
Chin	Chiny	subst:pl:gen:n	11	NCOMPOS	SGJP-EXACT	NCH	CORR
Chiraka	Chirac	subst:sg:acc:m1	1	NCOMPOS	NON-SGJP	PN	CORR
Chlewiskach	Chlewiska	subst:pl:loc:n	1	NCOMPOS	SGJP-EXACT	NCH	CORR
chłopoka	chłopak	subst:sg:gen:m1	1	NCOMPOS	NON-SGJP	CW	DIAL
chłopok	chłopak	subst:sg:nom:m1	1	NCOMPOS	NON-SGJP	CW	DIAL
Chmielowa	Chmielów	subst:sg:gen:m3	1	NCOMPOS	NON-SGJP	PN	CORR
chocioż	chociaż	qub	1	NCOMPOS	NON-SGJP	CW	DIAL
Chojnowie	Chojnowo	subst:sg:loc:n	1	NCOMPOS	NON-SGJP	PN	CORR
Chryste	Chrystus	subst:sg:voc:m1	2	NCOMPOS	NON-SGJP	PN	CORR
Chrystusowi	Chrystus	subst:sg:dat:m1	2	NCOMPOS	SGJP-EXACT	NCH	CORR
Cichem	Ciche	subst:sg:loc:n	1	NCOMPOS	NON-SGJP	PN	CORR
Cienią	Cienia	subst:sg:inst:f	1	NCOMPOS	NON-SGJP	PN	CORR
Cieplic	Cieplice	subst:pl:gen:n	1	NCOMPOS	SGJP-EXACT	NCH	CORR
Cieszyńskiej	Cieszyńska	subst:sg:gen:f	1	NCOMPOS	NON-SGJP	PN	CORR
Cisie	Cisa	subst:sg:loc:f	1	NCOMPOS	NON-SGJP	PN	CORR
Cisy	Cisa	subst:pl:gen:f	1	NCOMPOS	NON-SGJP	PN	CORR
Cisy	Cisa	subst:sg:gen:f	1	NCOMPOS	NON-SGJP	PN	CORR
Compaqa	Compaq	subst:sg:gen:m3	2	NCOMPOS	NON-SGJP	PN	CORR
constraints	constraint	xxx	1	NCOMPOS	NON-SGJP	EXT	CORR
Courtenaya	Courtenay	subst:sg:gen:m1	1	NCOMPOS	NON-SGJP	PN	CORR
Czai	Czaja	subst:sg:dat:m1	2	NCOMPOS	SGJP-EXACT	NCH	CORR
Czarnego	Czarne	subst:sg:gen:n	1	NCOMPOS	NON-SGJP	PN	CORR
Czarnem	Czarne	subst:sg:loc:n	1	NCOMPOS	NON-SGJP	PN	CORR
Czarnowa	Czarnów	subst:sg:gen:m3	1	NCOMPOS	NON-SGJP	PN	CORR
Czechowic-Dziedzic	Czechowice-Dziedzice	subst:pl:gen:n	1	NCOMPOS	NON-SGJP	PN	CORR
czekulady	czekolada	subst:sg:gen:f	1	NCOMPOS	NON-SGJP	CW	DIAL
Czerwieńskiej	Czerwieńska	subst:sg:gen:f	1	NCOMPOS	NON-SGJP	PN	CORR
czterdziesto-	czterdziestoletni	adj:sg:nom:m1:pos	1	NCOMPOS	NON-SGJP	CW	CORR
Czumy	Czuma	subst:sg:gen:m1	1	NCOMPOS	NON-SGJP	PN	CORR
d’affaires	d'affaires	subst:sg:nom:m1	1	NCOMPOS	NON-SGJP	EXT	CORR
dali	daleko	adv:com	1	NCOMPOS	NON-SGJP	CW	DIAL
Dan	dać	ppas:sg:nom:m3:perf:aff	1	NCOMPOS	NON-SGJP	CW	DIAL
Danią	Dania	subst:sg:inst:f	1	NCOMPOS	SGJP-EXACT	NCH	CORR
Danki	Danka	subst:sg:gen:f	2	NCOMPOS	SGJP-EXACT	NCH	CORR
Danków	Danek	subst:pl:gen:m1	1	NCOMPOS	SGJP-EXACT	NCH	CORR
d'Army	d'Arma	subst:sg:gen:m1	1	NCOMPOS	NON-SGJP	PN	CORR
dartem	dart	subst:sg:inst:m3	1	NCOMPOS	NON-SGJP	NEOL	CORR
Dawidowi	Dawid	subst:sg:dat:m1	1	NCOMPOS	SGJP-EXACT	NCH	CORR
Dąbrowskiej	Dąbrowska	subst:sg:gen:f	1	NCOMPOS	SGJP-EXACT	NCH	CORR
demokratów.pl	demokraci.pl	subst:sg:gen:m3	1	NCOMPOS	NON-SGJP	WEB	CORR
Deweya	Dewey	subst:sg:acc:m1	1	NCOMPOS	NON-SGJP	PN	CORR
Dębna	Dębno	subst:sg:gen:n	1	NCOMPOS	NON-SGJP	PN	CORR
Dingiem	Dingo	subst:sg:inst:m2	2	NCOMPOS	NON-SGJP	PN	CORR
Diora	Dior	subst:sg:gen:m1	2	NCOMPOS	NON-SGJP	PN	CORR
Diora	Dior	subst:sg:gen:m2	1	NCOMPOS	NON-SGJP	PN	CORR
Divizii	Divizia	subst:sg:loc:f	1	NCOMPOS	NON-SGJP	PN	CORR
Diwaniji	Diwanija	subst:sg:gen:f	1	NCOMPOS	NON-SGJP	PN	CORR
długo-	długoterminowy	adj:pl:nom:n:pos	1	NCOMPOS	NON-SGJP	CW	CORR
dobirze	dobrać	fin:sg:ter:perf	1	NCOMPOS	NON-SGJP	CW	DIAL
Dobrej	Dobra	subst:sg:loc:f	1	NCOMPOS	NON-SGJP	PN	CORR
doktór	doktor	subst:sg:nom:m1	3	NCOMPOS	NON-SGJP	CW	DIAL
Dominem	Domin	subst:sg:inst:m1	1	NCOMPOS	NON-SGJP	PN	CORR
Dominguina	Dominguín	subst:sg:gen:m1	1	NCOMPOS	NON-SGJP	PN	CORR
Dominikany	Dominikana	subst:sg:gen:f	1	NCOMPOS	SGJP-EXACT	NCH	CORR
Doniecka	Donieck	subst:sg:gen:m3	1	NCOMPOS	SGJP-EXACT	NCH	CORR
Dorohusku	Dorohusk	subst:sg:loc:m3	1	NCOMPOS	NON-SGJP	PN	CORR
Drawska	Drawsko	subst:sg:gen:n	1	NCOMPOS	SGJP-EXACT	NCH	CORR
Drawsku	Drawsko	subst:sg:loc:n	2	NCOMPOS	SGJP-EXACT	NCH	CORR
Drozdowa	Drozdowo	subst:sg:gen:n	1	NCOMPOS	NON-SGJP	PN	CORR
Duby	Duba	subst:sg:gen:f	1	NCOMPOS	NON-SGJP	PN	CORR
dulary	dolar	subst:pl:nom:m2	1	NCOMPOS	NON-SGJP	CW	DIAL
dworzu	dwór	subst:sg:loc:m3	1	NCOMPOS	NON-SGJP	CW	DIAL
dwu-	dwuletni	adj:sg:inst:f:pos	1	NCOMPOS	NON-SGJP	COMPD	CORR
dwudziesto-	dwudziestoletni	adj:sg:nom:m3:pos	1	NCOMPOS	NON-SGJP	CW	CORR
dwu-	dwupokojowy	adj:pl:gen:n:pos	1	NCOMPOS	NON-SGJP	COMPD	CORR
Dzidka	Dzidek	subst:sg:gen:m1	2	NCOMPOS	NON-SGJP	PN	CORR
Dzierżona	Dzierżon	subst:sg:gen:m1	1	NCOMPOS	NON-SGJP	PN	CORR
dzisiej	dzisiaj	adv	1	NCOMPOS	NON-SGJP	CW	DIAL
Dziwnie	Dziwna	subst:sg:loc:f	1	NCOMPOS	NON-SGJP	PN	CORR
Edy	Eda	subst:sg:gen:f	1	NCOMPOS	NON-SGJP	PN	CORR
ehh	eh	interj	1	NCOMPOS	NON-SGJP	NEOL	CORR
Ehh	eh	interj	1	NCOMPOS	NON-SGJP	NEOL	CORR
Elbląskiej	Elbląska	subst:sg:loc:f	1	NCOMPOS	NON-SGJP	PN	CORR
En-laia	En-lai	subst:sg:gen:m1	1	NCOMPOS	NON-SGJP	PN	CORR
e"S"manami	e"S"man	subst:pl:inst:m1	1	NCOMPOS	NON-SGJP	NEOL	CORR
e"S"manów	e"S"man	subst:pl:gen:m1	3	NCOMPOS	NON-SGJP	PN	CORR
e"S"mańskim	e"S"mański	adj:sg:loc:n:pos	1	NCOMPOS	NON-SGJP	NEOL	CORR
Europie	Europa	subst:sg:dat:f	5	NCOMPOS	SGJP-EXACT	NCH	CORR
EUROPIE	Europa	subst:sg:loc:f	1	NCOMPOS	SGJP-LMM-CAPITAL	NCH	CORR
Europie	Europa	subst:sg:loc:f	89	NCOMPOS	SGJP-EXACT	NCH	CORR
Europy	Europa	subst:sg:gen:f	116	NCOMPOS	SGJP-EXACT	NCH	CORR
exposé	expose	subst:sg:acc:n	1	NCOMPOS	NON-SGJP	CW	CORR
Fabianie	Fabian	subst:sg:loc:m1	1	NCOMPOS	SGJP-EXACT	NCH	CORR
fanty	fanta	subst:sg:gen:f	1	NCOMPOS	NON-SGJP	PN	CORR
fast-foodów	fast-food	subst:pl:gen:m3	1	NCOMPOS	NON-SGJP	NEOL	CORR
fast-foodu	fast-food	subst:sg:gen:m3	1	NCOMPOS	NON-SGJP	NEOL	CORR
Filipinach	Filipiny	subst:pl:loc:n	3	NCOMPOS	SGJP-EXACT	NCH	CORR
Filipin	Filipiny	subst:pl:gen:n	2	NCOMPOS	SGJP-EXACT	NCH	CORR
filles	fille	subst:pl:nom:f	1	NCOMPOS	NON-SGJP	EXT	CORR
fin-de-siecle'u	fin-de-siecle	subst:sg:gen:m3	1	NCOMPOS	NON-SGJP	COMPD	CORR
Fornalską	Fornalska	subst:sg:inst:f	1	NCOMPOS	NON-SGJP	PN	CORR
Fornalskiej	Fornalska	subst:sg:dat:f	1	NCOMPOS	NON-SGJP	PN	CORR
Foksa	Fox	subst:sg:gen:m1	1	NCOMPOS	NON-SGJP	PN	CORR
Foksem	Fox	subst:sg:inst:m1	1	NCOMPOS	NON-SGJP	PN	CORR
Franka	Franek	subst:sg:acc:m1	1	NCOMPOS	SGJP-EXACT	NCH	CORR
Franka	Franek	subst:sg:gen:m1	1	NCOMPOS	SGJP-EXACT	NCH	CORR
Frankowi	Franek	subst:sg:dat:m1	2	NCOMPOS	SGJP-EXACT	NCH	CORR
Gabriela	Gabriel	subst:sg:acc:m1	1	NCOMPOS	SGJP-EXACT	NCH	CORR
Gabriela	Gabriel	subst:sg:gen:m1	3	NCOMPOS	SGJP-EXACT	NCH	CORR
gadajo	gadać	fin:pl:ter:imperf	1	NCOMPOS	NON-SGJP	CW	DIAL
Gaja	Gaj	subst:sg:gen:m1	1	NCOMPOS	NON-SGJP	PN	CORR
Geneśa	Geneś	subst:sg:gen:m1	1	NCOMPOS	NON-SGJP	PN	CORR
Gdańska	Gdańsk	subst:sg:gen:m3	33	NCOMPOS	SGJP-EXACT	NCH	CORR
Gdańskiem	Gdańsk	subst:sg:inst:m3	3	NCOMPOS	SGJP-EXACT	NCH	CORR
Gdańsku	Gdańsk	subst:sg:loc:m3	56	NCOMPOS	SGJP-EXACT	NCH	CORR
Georgem	George	subst:sg:inst:m1	1	NCOMPOS	NON-SGJP	PN	CORR
Gerbera	Gerber	subst:sg:gen:m3	1	NCOMPOS	NON-SGJP	PN	CORR
Gerta	Gert	subst:sg:gen:m1	1	NCOMPOS	NON-SGJP	PN	CORR
Gierka	Gierek	subst:sg:acc:m1	1	NCOMPOS	SGJP-EXACT	NCH	CORR
Gierka	Gierek	subst:sg:gen:m1	10	NCOMPOS	SGJP-EXACT	NCH	CORR
Gierkiem	Gierek	subst:sg:inst:m1	2	NCOMPOS	SGJP-EXACT	NCH	CORR
Gilberty	Gilberta	subst:sg:gen:f	1	NCOMPOS	NON-SGJP	PN	CORR
Ginę	Gina	subst:sg:acc:f	1	NCOMPOS	NON-SGJP	PN	CORR
Ginie	Gina	subst:sg:dat:f	1	NCOMPOS	NON-SGJP	PN	CORR
Giżycka	Giżycko	subst:sg:gen:n	1	NCOMPOS	SGJP-EXACT	NCH	CORR
Giżycku	Giżycko	subst:sg:loc:n	2	NCOMPOS	SGJP-EXACT	NCH	CORR
głobe	głowa	subst:sg:acc:f	1	NCOMPOS	NON-SGJP	CW	DIAL
Głogowa	Głogów	subst:sg:gen:m3	5	NCOMPOS	SGJP-EXACT	NCH	CORR
Głoskowa	Głosków	subst:sg:gen:m3	1	NCOMPOS	NON-SGJP	PN	CORR
Głownie	Głowno	subst:sg:loc:n	1	NCOMPOS	NON-SGJP	PN	CORR
Gniewa	Gniew	subst:sg:gen:m3	2	NCOMPOS	NON-SGJP	PN	CORR
Godkowa	Godków	subst:sg:gen:m3	1	NCOMPOS	NON-SGJP	PN	CORR
Godkowie	Godków	subst:sg:loc:m3	1	NCOMPOS	NON-SGJP	PN	CORR
godo	gadać	fin:sg:ter:imperf	1	NCOMPOS	NON-SGJP	CW	DIAL
Goleniowa	Goleniów	subst:sg:gen:m3	6	NCOMPOS	SGJP-EXACT	NCH	CORR
Goleniowa	Goleniów	subst:sg:gen:n	2	NCOMPOS	NON-SGJP	PN	CORR
Gołuchowa	Gołuchowo	subst:sg:gen:n	1	NCOMPOS	NON-SGJP	PN	CORR
Górków	Górek	subst:pl:gen:m1	1	NCOMPOS	NON-SGJP	PN	CORR
Górna	Górno	subst:sg:gen:n	1	NCOMPOS	NON-SGJP	PN	CORR
górol	góral	subst:sg:nom:m1	1	NCOMPOS	NON-SGJP	CW	DIAL
górolki	góralka	subst:pl:nom:f	1	NCOMPOS	NON-SGJP	CW	DIAL
Grabka	Grabek	subst:sg:gen:m1	1	NCOMPOS	NON-SGJP	PN	CORR
Grabowa	Grabowo	subst:sg:gen:n	1	NCOMPOS	SGJP-EXACT	NCH	CORR
Grabowskiej	Grabowska	subst:sg:gen:f	1	NCOMPOS	SGJP-EXACT	NCH	CORR
Granim	Grani	subst:sg:inst:m1	1	NCOMPOS	NON-SGJP	PN	CORR
Grodzisku	Grodzisk	subst:sg:loc:m3	1	NCOMPOS	SGJP-EXACT	NCH	CORR
Grodzkiej	Grodzka	subst:sg:loc:f	1	NCOMPOS	NON-SGJP	PN	CORR
Gruduska	Grudusk	subst:sg:gen:m3	1	NCOMPOS	NON-SGJP	PN	CORR
Gruzy	Gruza	subst:sg:gen:m1	1	NCOMPOS	NON-SGJP	PN	CORR
gzecny	grzeczny	adj:sg:nom:m1:pos	1	NCOMPOS	NON-SGJP	CW	DIAL
Hankego	Hanke	subst:sg:acc:m1	1	NCOMPOS	NON-SGJP	PN	CORR
Hanyska	Hanysek	subst:sg:gen:m1	1	NCOMPOS	NON-SGJP	PN	CORR
happy-endem	happy-end	subst:sg:inst:m3	1	NCOMPOS	NON-SGJP	NEOL	CORR
Harveyem	Harvey	subst:sg:inst:m1	1	NCOMPOS	NON-SGJP	PN	CORR
Havlovej	Havlova	subst:sg:gen:f	1	NCOMPOS	NON-SGJP	PN	CORR
Havlovi	Havel	subst:sg:dat:m1	1	NCOMPOS	NON-SGJP	PN	CORR
Henrym	Henry	subst:sg:inst:m1	1	NCOMPOS	SGJP-EXACT	NCH	CORR
Hiacynty	Hiacynta	subst:sg:gen:f	1	NCOMPOS	SGJP-EXACT	NCH	CORR
hibakuszi	hibakusza	subst:pl:gen:m1	1	NCOMPOS	NON-SGJP	EXT	CORR
hierbatkie	herbatka	subst:sg:acc:f	1	NCOMPOS	NON-SGJP	CW	DIAL
hi	he	xxx	3	NCOMPOS	NON-SGJP	EXT	CORR
Hiobowi	Hiob	subst:sg:dat:m1	1	NCOMPOS	SGJP-EXACT	NCH	CORR
Hiroyą	Hiroya	subst:sg:inst:m1	1	NCOMPOS	NON-SGJP	PN	CORR
HIV-dodatnich	HIV-dodatni	adj:pl:gen:f:pos	1	NCOMPOS	NON-SGJP	NEOL	CORR
hłyyy	hły	interj	1	NCOMPOS	NON-SGJP	NEOL	CORR
Hmm	hm	interj	7	NCOMPOS	NON-SGJP	NEOL	CORR
Hosty-i	hostia	subst:sg:loc:f	1	NCOMPOS	NON-SGJP	CW	DIAL
hydro-powietrznego	hydro-powietrzny	adj:sg:gen:m3:pos	1	NCOMPOS	NON-SGJP	NEOL	CORR
