1570598	2			N-y	NA	subst:pl:nom:f
1570599	2			N-y	NA	subst:pl:voc:f
1570600	2			N-y	NA	subst:sg:gen:f
1569215	47			N-ów	N	subst:pl:gen:m3
1569578	2			N-ą	NA	subst:sg:inst:f
1569551	2			N-ę	NA	subst:sg:acc:f
1567412	2			NA	NA	subst:sg:nom:f
1568144	22			P	P	subst:sg:acc:m3
1568159	1			P	P	subst:sg:nom:m1
1568161	22			P	P	subst:sg:nom:m3
1568166	1			P	PA	subst:pl:gen:f
1569652	1			P-a	P	subst:sg:acc:m1
1569654	1			P-a	P	subst:sg:gen:m1
1569883	1			P-ach	P	subst:pl:loc:m1
1569885	25			P-ach	P	subst:pl:loc:m3
1569886	1			P-ach	PA	subst:pl:loc:f
1569775	1			P-ami	P	subst:pl:inst:m1
1569777	25			P-ami	P	subst:pl:inst:m3
1569778	1			P-ami	PA	subst:pl:inst:f
1569979	1			P-em	P	subst:sg:inst:m1
1569981	25			P-em	P	subst:sg:inst:m3
1568915	1			P-ie	P	subst:sg:loc:m1
1568917	25			P-ie	P	subst:sg:loc:m3
1568918	1			P-ie	P	subst:sg:voc:m1
1568920	25			P-ie	P	subst:sg:voc:m3
1568921	1			P-ie	PA	subst:sg:dat:f
1568922	1			P-ie	PA	subst:sg:loc:f
1569523	1			P-o	PA	subst:sg:voc:f
1569451	1			P-om	P	subst:pl:dat:m1
1569453	25			P-om	P	subst:pl:dat:m3
1569454	1			P-om	PA	subst:pl:dat:f
1569358	1			P-owi	P	subst:sg:dat:m1
1569360	25			P-owi	P	subst:sg:dat:m3
1569292	1			P-owie	P	subst:pl:nom:m1
1569293	1			P-owie	P	subst:pl:voc:m1
1569055	25			P-u	P	subst:sg:gen:m3
1570571	1			P-y	P	depr:pl:nom:m2
1570572	1			P-y	P	depr:pl:voc:m2
1570575	25			P-y	P	subst:pl:acc:m3
1570579	25			P-y	P	subst:pl:nom:m3
1570581	25			P-y	P	subst:pl:voc:m3
1570582	1			P-y	PA	subst:pl:acc:f
1570583	1			P-y	PA	subst:pl:nom:f
1570584	1			P-y	PA	subst:pl:voc:f
1570585	1			P-y	PA	subst:sg:gen:f
1569208	1			P-ów	P	subst:pl:acc:m1
1569209	1			P-ów	P	subst:pl:gen:m1
1569211	25			P-ów	P	subst:pl:gen:m3
1569577	1			P-ą	PA	subst:sg:inst:f
1569550	1			P-ę	PA	subst:sg:acc:f
1567397	1			PA	PA	subst:sg:nom:f
1568092	36			R	R	subst:sg:acc:m3
1568108	2			R	R	subst:sg:nom:m2
1568109	36			R	R	subst:sg:nom:m3
1569648	2			R-a	R	subst:sg:acc:m2
1569650	2			R-a	R	subst:sg:gen:m2
1569880	2			R-ach	R	subst:pl:loc:m2
1569881	37			R-ach	R	subst:pl:loc:m3
1569772	2			R-ami	R	subst:pl:inst:m2
1569773	37			R-ami	R	subst:pl:inst:m3
1569977	2			R-em	R	subst:sg:inst:m2
1569978	37			R-em	R	subst:sg:inst:m3
1569448	2			R-om	R	subst:pl:dat:m2
1569449	37			R-om	R	subst:pl:dat:m3
1569356	2			R-owi	R	subst:sg:dat:m2
1569357	37			R-owi	R	subst:sg:dat:m3
1569048	37			R-u	R	subst:sg:gen:m3
1570559	2			R-y	R	subst:pl:acc:m2
1570560	37			R-y	R	subst:pl:acc:m3
1570563	2			R-y	R	subst:pl:nom:m2
1570564	37			R-y	R	subst:pl:nom:m3
1570565	2			R-y	R	subst:pl:voc:m2
1570566	37			R-y	R	subst:pl:voc:m3
1568908	2			R-ze	R	subst:sg:loc:m2
1568909	37			R-ze	R	subst:sg:loc:m3
1568911	2			R-ze	R	subst:sg:voc:m2
1568912	37			R-ze	R	subst:sg:voc:m3
1569206	2			R-ów	R	subst:pl:gen:m2
1569207	37			R-ów	R	subst:pl:gen:m3
1568040	59			S	S	subst:sg:acc:m3
1568056	3			S	S	subst:sg:nom:m2
1568057	59			S	S	subst:sg:nom:m3
1568062	2			S	SA	subst:pl:gen:f
1569643	3			S-a	S	subst:sg:acc:m2
1569645	3			S-a	S	subst:sg:gen:m2
1569876	3			S-ach	S	subst:pl:loc:m2
1569877	65			S-ach	S	subst:pl:loc:m3
1569878	2			S-ach	SA	subst:pl:loc:f
1569768	3			S-ami	S	subst:pl:inst:m2
1569769	65			S-ami	S	subst:pl:inst:m3
1569770	2			S-ami	SA	subst:pl:inst:f
1569974	3			S-em	S	subst:sg:inst:m2
1569975	65			S-em	S	subst:sg:inst:m3
1568900	3			S-ie	S	subst:sg:loc:m2
1568901	65			S-ie	S	subst:sg:loc:m3
1568903	3			S-ie	S	subst:sg:voc:m2
1568904	65			S-ie	S	subst:sg:voc:m3
1568905	2			S-ie	SA	subst:sg:dat:f
1568906	2			S-ie	SA	subst:sg:loc:f
1569521	2			S-o	SA	subst:sg:voc:f
1569444	3			S-om	S	subst:pl:dat:m2
1569445	65			S-om	S	subst:pl:dat:m3
1569446	2			S-om	SA	subst:pl:dat:f
1569353	3			S-owi	S	subst:sg:dat:m2
1569354	65			S-owi	S	subst:sg:dat:m3
1569041	65			S-u	S	subst:sg:gen:m3
1570544	3			S-y	S	subst:pl:acc:m2
1570545	65			S-y	S	subst:pl:acc:m3
1570548	3			S-y	S	subst:pl:nom:m2
1570549	65			S-y	S	subst:pl:nom:m3
1570550	3			S-y	S	subst:pl:voc:m2
1570551	65			S-y	S	subst:pl:voc:m3
1570552	2			S-y	SA	subst:pl:acc:f
1570553	2			S-y	SA	subst:pl:nom:f
1570554	2			S-y	SA	subst:pl:voc:f
1570555	2			S-y	SA	subst:sg:gen:f
1569202	3			S-ów	S	subst:pl:gen:m2
1569203	65			S-ów	S	subst:pl:gen:m3
1569575	2			S-ą	SA	subst:sg:inst:f
1569548	2			S-ę	SA	subst:sg:acc:f
1567988	1			T	T	subst:sg:acc:m3
1568005	1			T	T	subst:sg:nom:m3
1568010	6			T	TA	subst:pl:gen:f
1569873	1			T-ach	T	subst:pl:loc:m3
1569874	6			T-ach	TA	subst:pl:loc:f
1569765	1			T-ami	T	subst:pl:inst:m3
1569766	6			T-ami	TA	subst:pl:inst:f
1569972	1			T-em	T	subst:sg:inst:m3
1569520	6			T-o	TA	subst:sg:voc:f
1569441	1			T-om	T	subst:pl:dat:m3
1569442	6			T-om	TA	subst:pl:dat:f
1569351	1			T-owi	T	subst:sg:dat:m3
1569034	1			T-u	T	subst:sg:gen:m3
1570530	1			T-y	T	subst:pl:acc:m3
1570534	1			T-y	T	subst:pl:nom:m3
1570536	1			T-y	T	subst:pl:voc:m3
1570537	6			T-y	TA	subst:pl:acc:f
1570538	6			T-y	TA	subst:pl:nom:f
1570539	6			T-y	TA	subst:pl:voc:f
1570540	6			T-y	TA	subst:sg:gen:f
1569199	1			T-ów	T	subst:pl:gen:m3
1569574	6			T-ą	TA	subst:sg:inst:f
1569547	6			T-ę	TA	subst:sg:acc:f
1567352	1			TA	TA	subst:sg:nom:f
1567936	2			V	V	subst:sg:acc:m3
1567952	1			V	V	subst:sg:nom:m2
1567953	2			V	V	subst:sg:nom:m3
1569633	1			V-a	V	subst:sg:acc:m2
1569635	1			V-a	V	subst:sg:gen:m2
1569868	1			V-ach	V	subst:pl:loc:m2
1569869	2			V-ach	V	subst:pl:loc:m3
1569760	1			V-ami	V	subst:pl:inst:m2
1569761	2			V-ami	V	subst:pl:inst:m3
1569968	1			V-em	V	subst:sg:inst:m2
1569969	2			V-em	V	subst:sg:inst:m3
1568884	1			V-ie	V	subst:sg:loc:m2
1568885	2			V-ie	V	subst:sg:loc:m3
1568887	1			V-ie	V	subst:sg:voc:m2
1568888	2			V-ie	V	subst:sg:voc:m3
1569436	1			V-om	V	subst:pl:dat:m2
1569437	2			V-om	V	subst:pl:dat:m3
1569347	1			V-owi	V	subst:sg:dat:m2
1569348	2			V-owi	V	subst:sg:dat:m3
1569027	2			V-u	V	subst:sg:gen:m3
1570514	1			V-y	V	subst:pl:acc:m2
1570515	2			V-y	V	subst:pl:acc:m3
1570518	1			V-y	V	subst:pl:nom:m2
1570519	2			V-y	V	subst:pl:nom:m3
1570520	1			V-y	V	subst:pl:voc:m2
1570521	2			V-y	V	subst:pl:voc:m3
1569194	1			V-ów	V	subst:pl:gen:m2
1569195	2			V-ów	V	subst:pl:gen:m3
1567884	2			W	W	subst:sg:acc:m3
1567901	2			W	W	subst:sg:nom:m3
1569865	2			W-ach	W	subst:pl:loc:m3
1569757	2			W-ami	W	subst:pl:inst:m3
1569966	2			W-em	W	subst:sg:inst:m3
1568877	2			W-ie	W	subst:sg:loc:m3
1568880	2			W-ie	W	subst:sg:voc:m3
1569433	2			W-om	W	subst:pl:dat:m3
1569345	2			W-owi	W	subst:sg:dat:m3
1569020	2			W-u	W	subst:sg:gen:m3
1570500	2			W-y	W	subst:pl:acc:m3
1570504	2			W-y	W	subst:pl:nom:m3
1570506	2			W-y	W	subst:pl:voc:m3
1569191	2			W-ów	W	subst:pl:gen:m3
1567832	1			X	X	subst:sg:acc:m3
1567848	1			X	X	subst:sg:nom:m2
1567849	1			X	X	subst:sg:nom:m3
1569623	1			X-a	X	subst:sg:acc:m2
1569625	1			X-a	X	subst:sg:gen:m2
1569860	1			X-ach	X	subst:pl:loc:m2
1569861	1			X-ach	X	subst:pl:loc:m3
1569752	1			X-ami	X	subst:pl:inst:m2
1569753	1			X-ami	X	subst:pl:inst:m3
1569962	1			X-em	X	subst:sg:inst:m2
1569963	1			X-em	X	subst:sg:inst:m3
1568868	1			X-ie	X	subst:sg:loc:m2
1568869	1			X-ie	X	subst:sg:loc:m3
1568871	1			X-ie	X	subst:sg:voc:m2
1568872	1			X-ie	X	subst:sg:voc:m3
1569428	1			X-om	X	subst:pl:dat:m2
1569429	1			X-om	X	subst:pl:dat:m3
1569341	1			X-owi	X	subst:sg:dat:m2
1569342	1			X-owi	X	subst:sg:dat:m3
1569013	1			X-u	X	subst:sg:gen:m3
1570484	1			X-y	X	subst:pl:acc:m2
1570485	1			X-y	X	subst:pl:acc:m3
1570488	1			X-y	X	subst:pl:nom:m2
1570489	1			X-y	X	subst:pl:nom:m3
1570490	1			X-y	X	subst:pl:voc:m2
1570491	1			X-y	X	subst:pl:voc:m3
1569186	1			X-ów	X	subst:pl:gen:m2
1569187	1			X-ów	X	subst:pl:gen:m3
1567780	16			Z	Z	subst:sg:acc:m3
1567797	16			Z	Z	subst:sg:nom:m3
1569857	15			Z-ach	Z	subst:pl:loc:m3
1569749	15			Z-ami	Z	subst:pl:inst:m3
1568853	16			Z-ecie	Z	subst:sg:loc:m3
1568856	16			Z-ecie	Z	subst:sg:voc:m3
1569960	15			Z-em	Z	subst:sg:inst:m3
1569853	16			Z-etach	Z	subst:pl:loc:m3
1569745	16			Z-etami	Z	subst:pl:inst:m3
1569957	16			Z-etem	Z	subst:sg:inst:m3
1569421	16			Z-etom	Z	subst:pl:dat:m3
1569336	16			Z-etowi	Z	subst:sg:dat:m3
1568999	16			Z-etu	Z	subst:sg:gen:m3
1570455	16			Z-ety	Z	subst:pl:acc:m3
1570459	16			Z-ety	Z	subst:pl:nom:m3
1570461	16			Z-ety	Z	subst:pl:voc:m3
1569179	16			Z-etów	Z	subst:pl:gen:m3
1568861	3			Z-ie	Z	subst:sg:loc:m3
1568864	3			Z-ie	Z	subst:sg:voc:m3
1569425	15			Z-om	Z	subst:pl:dat:m3
1569339	15			Z-owi	Z	subst:sg:dat:m3
1569006	15			Z-u	Z	subst:sg:gen:m3
1570470	15			Z-y	Z	subst:pl:acc:m3
1570474	15			Z-y	Z	subst:pl:nom:m3
1570476	15			Z-y	Z	subst:pl:voc:m3
1569183	15			Z-ów	Z	subst:pl:gen:m3
1558671	5582			a	ać	fin:sg:ter:imperf
1558672	28			a	ać	fin:sg:ter:imperf.perf
1558673	2708			a	ać	fin:sg:ter:perf
1656939	1			aa	aa	subst:sg:nom:f
1656949	3			aa	ao	subst:pl:acc:n2
1656955	3			aa	ao	subst:pl:nom:n2
1656959	3			aa	ao	subst:pl:voc:n2
1656966	3			aa	ao	subst:sg:gen:n2
1650942	1			aach	aa	subst:pl:loc:f
1650956	3			aach	ao	subst:pl:loc:n2
1644687	1			aami	aa	subst:pl:inst:f
1644701	3			aami	ao	subst:pl:inst:n2
1553586	5574			acie	ać	fin:pl:sec:imperf
1553587	28			acie	ać	fin:pl:sec:imperf.perf
1553588	2707			acie	ać	fin:pl:sec:perf
457769	1			adą	echać	fin:pl:ter:imperf
457771	16			adą	echać	fin:pl:ter:perf
239370	1			adąc	echać	pcon:imperf
250765	1			adąca	echać	pact:sg:nom.voc:f:imperf:aff
266541	1			adące	echać	pact:pl:nom.acc.voc:m2.m3.f.n1.n2.p2.p3:imperf:aff
266542	1			adące	echać	pact:sg:nom.acc.voc:n1.n2:imperf:aff
248273	1			adącego	echać	pact:sg:acc:m1.m2:imperf:aff
248274	1			adącego	echać	pact:sg:gen:m1.m2.m3.n1.n2:imperf:aff
241649	1			adącej	echać	pact:sg:gen.dat.loc:f:imperf:aff
243928	1			adącemu	echać	pact:sg:dat:m1.m2.m3.n1.n2:imperf:aff
262196	1			adąco	echać	pacta
259491	1			adący	echać	pact:pl:nom.voc:m1.p1:imperf:aff
259492	1			adący	echać	pact:sg:acc:m3:imperf:aff
259493	1			adący	echać	pact:sg:nom.voc:m1.m2.m3:imperf:aff
277936	1			adących	echać	pact:pl:acc:m1.p1:imperf:aff
277937	1			adących	echać	pact:pl:gen.loc:m1.m2.m3.f.n1.n2.p1.p2.p3:imperf:aff
273378	1			adącym	echać	pact:pl:dat:m1.m2.m3.f.n1.n2.p1.p2.p3:imperf:aff
273379	1			adącym	echać	pact:sg:inst.loc:m1.m2.m3.n1.n2:imperf:aff
269033	1			adącymi	echać	pact:pl:inst:m1.m2.m3.f.n1.n2.p1.p2.p3:imperf:aff
474148	1			adącą	echać	pact:sg:acc.inst:f:imperf:aff
444095	1			adę	echać	fin:sg:pri:imperf
444097	16			adę	echać	fin:sg:pri:perf
979369	1			adł	ednąć	praet:sg:m1.m2.m3:imperf
979373	4			adł	ednąć	praet:sg:m1.m2.m3:perf
